Machine_ID,Temperature,Vibration,Pressure,Operational_Hours,Maintenance_Record,Failure
1313,75.15378981372106,1.013130314967126,3426.144844726406,14983,0,0
1021,84.55096379441477,0.5214971436662837,2041.9178093670273,17759,0,0
1252,64.67130771412945,0.4138364795223608,2485.2377424021033,7629,0,0
1747,66.41550059625314,0.4335830506651609,3068.566700659608,16521,0,0
1856,86.25587771040344,0.5636136325722495,3702.8593216971326,9844,0,0
1560,72.27024600080165,0.8243295191902642,3499.98803446691,8305,0,0
1474,67.22460960155023,0.8268282017770983,3750.8173093149867,18806,1,0
1058,82.28684797216916,0.48879706563326575,3103.8909243631083,9320,1,0
1510,70.11803002767753,0.5506016973355584,2895.409782766483,11711,1,1
1681,85.27421535338775,0.37767968415942715,3421.6533372164777,16128,1,0
1475,68.36279623020287,0.398556890478891,2550.316360081372,13440,0,0
1699,73.40405438175004,0.7092514426874345,2511.308374882682,14824,0,0
1975,84.44971665388732,0.8204422777463352,2422.4551124159907,18012,0,0
1782,72.73739128826249,0.3605432639060372,3544.4423104825305,9455,1,0
1189,82.56053322078647,0.5485912704262703,2582.70971126142,1519,0,0
1957,74.34452393218996,0.45138438878415843,3500.301704258134,16140,1,0
1686,94.81691806400029,0.6727743319104014,3074.225141825527,3341,0,0
1957,90.68778604102849,0.4222967955287089,3550.869824772297,11639,1,0
1562,61.71903737566252,0.11470901210809031,2447.308909317469,5977,0,0
1875,80.2224368124801,0.7007381422224004,2687.2421716589956,9366,1,0
1566,66.83596013898958,0.4393032740286521,3226.9945321897726,17892,0,0
1243,76.9150693879273,0.46011125682238896,2784.520046649923,18110,0,0
1831,75.68370629310262,0.5871175833383678,1753.3249757586577,18519,0,0
1504,64.44612982907512,0.5705667286305239,2313.870273795103,14068,1,0
1130,85.58484543530325,0.5912243317504778,2443.3716529895037,11530,0,0
1484,77.03302943569075,0.1740533669507609,2480.4269348197904,12502,1,0
1818,72.15316964327417,0.6112618024072984,3340.8915909173147,8029,1,0
1646,70.61890175756405,0.11818872992977303,3168.524345422373,18569,1,0
1020,76.39776969766235,0.6539130287562015,3081.11230668908,16210,0,0
1840,79.07925017514286,0.7236762564221161,4004.3345041195835,4212,0,1
1166,73.75024213641734,0.22629597145495667,3587.6122277839168,7558,0,0
1273,46.674804292237916,0.5656865981163098,3400.909645100526,19828,1,0
1387,75.16890716242483,0.7114358259228866,2252.366969999288,18211,1,0
1600,60.58517938390223,0.41019927592569333,3029.7699681154972,6406,1,0
1315,72.90547434350924,0.6347272731417246,3149.3483311606333,19144,0,0
1013,60.954357429303585,-0.05708117454513617,2792.3863853695893,18313,0,0
1241,60.835023649205326,0.7196392236486822,3853.1898903912042,9653,1,0
1776,87.35121821948528,0.5059988477386352,3025.601955286982,13945,0,1
1345,71.7990801905561,0.44843412467279353,2385.825617381048,15828,1,0
1564,71.03337840178082,0.696808290580896,2501.311314625457,19846,0,1
1897,79.82524048828591,0.8458579351447955,4141.171169113282,19352,0,0
1339,71.29409476927547,0.5971431682707994,2789.9385113640533,15154,1,1
1091,96.0380609212741,0.8217427766097789,1960.7355283996894,15948,0,1
1366,72.2698023927398,0.18934334949460402,2700.32775971675,4466,0,0
1955,78.6512541198301,0.6331897675668131,2086.6902532580843,9608,1,0
1454,84.70941331376861,0.47359922942914556,3458.6553992354,1750,0,0
1427,91.0225322560691,0.34235617905673654,2022.5739604344276,5188,1,0
1508,67.5799386434236,0.11426371302743155,2298.8974548315937,4287,1,1
1775,70.82036496161355,0.6223574098005327,3001.9942802555615,9631,0,0
1942,87.74591875293515,0.6750580106833057,3554.6900835082206,10970,0,0
1034,83.10062304052691,0.7684045501986495,2965.282965760335,6158,0,0
1205,85.75175935668459,0.7352980875270063,2371.1772811004766,9693,0,0
1080,61.31295456440331,0.345658062588326,3091.2814953476714,2712,0,0
1931,90.47999753924019,0.7581411030624261,2766.101268011933,7367,1,0
1561,67.38592456715195,0.7792695007823689,3566.3510866080555,7463,0,0
1871,76.92292978141896,0.44800321494945894,3427.3940007065235,11829,0,0
1387,73.5177712240823,0.5056856527423438,2731.4202687596685,4491,0,1
1001,66.2151716345193,0.31316915859009165,3389.8864052015633,9795,0,0
1389,60.87464236578997,0.7961772581306665,3135.612807099578,19071,0,0
1565,57.56151883367102,0.19764257080621284,3683.404733360141,15235,1,0
1105,76.19018406053975,0.6069941344727539,3368.5906533492875,14743,0,0
1771,59.74680909766544,0.3806341623768574,3273.4978624388177,12917,0,0
1821,63.66184404913117,0.2784294360886978,3663.9797393354816,3532,0,0
1476,72.81964121801781,0.12505434388771836,3007.7023407788006,11505,0,0
1702,48.611914997401,0.45691877440580136,2613.449772030465,4403,0,0
1401,82.78979712044001,0.24708297708041893,3100.4198693470526,12751,1,0
1729,50.90111832893192,0.5112838906547608,2822.2928479357265,4170,0,0
1555,74.22627608667227,0.853867464680125,3302.09827457485,19220,0,1
1161,75.15019226594289,0.5399014652877777,3030.9720174890936,3823,0,0
1201,80.3806172018181,0.8994561004569297,3201.4684362102653,7620,0,0
1957,74.58319197610106,0.30354534930436927,2397.942633552243,8359,0,0
1995,95.17907963833238,0.24381184000013045,3254.143267677812,599,0,1
1269,77.16316881568501,0.29459688235434434,2357.3886065728952,4156,0,1
1862,85.5361239924366,0.4869798922489392,3480.880090767675,13209,0,1
1815,67.76537191129712,1.0445897375448605,3481.6271882945193,7286,0,0
1270,76.20756806189468,0.16757705728971184,3173.9770663033946,1193,0,0
1455,90.47570095028927,0.6239326236324849,3155.0434541762656,8709,0,0
1461,72.62304875310359,0.36000693279189333,2888.17196469354,4209,1,1
1726,76.92234764195231,0.4552393897898074,2698.385664184812,19654,0,0
1251,84.80853449137476,0.24839601774673253,2992.5103972853112,17914,1,1
1701,67.57770479808366,0.675827664807908,3991.3424608045852,15343,0,0
1295,53.384396666808065,0.49121497340897563,3114.659458394011,4709,0,0
1724,77.55573653712369,0.7174907101388331,2327.125447975215,15346,0,0
1719,84.88669169358002,0.5350490388065121,2145.8205168804298,18503,1,0
1748,61.485542351080284,0.11367520456462499,2280.9628242548965,10588,0,0
1337,81.70219897277339,0.7193085591950428,2811.2017098657698,19400,0,0
1878,81.76966387339537,0.0973998735380639,3632.8995421831723,12880,0,0
1052,52.26503740884696,0.12601946341671755,2488.2581068156533,10207,0,0
1791,65.63711367593228,0.31655946397367274,3710.8732422977464,18009,0,0
1921,71.04171219268338,0.3192288916095327,3089.7241958682876,7406,0,0
1216,73.20375999764762,0.7792042730762965,3241.721834139159,16395,0,1
1763,67.56865735232016,0.46576872264992725,3228.0197941918473,19920,0,0
1187,67.02997196417817,0.7494770583949326,3295.332648352189,19410,0,0
1379,91.71482891182092,0.3864165042828094,2794.3172559889217,15712,0,0
1492,73.92440868141091,0.563529273802127,1832.7922053924294,14823,0,0
1040,68.0495633985026,0.5948084623024412,2705.8214887671797,666,0,0
1156,74.5883052308745,0.6392130834154098,2556.0604072319115,7848,0,0
1014,80.37090833061144,0.40701476511683243,3155.281241852139,1075,0,0
1812,75.51626376711208,0.4244290222430212,3109.619458745169,7671,0,0
1064,72.94272409172027,0.4403738841468312,2863.810188457387,16248,0,0
1856,68.49983331329547,0.16951752194063913,3877.7624900350434,3843,0,1
1838,68.37869154532402,0.4832196273463406,2679.6356936866778,18702,0,0
1520,69.0219161351464,0.423263148984744,1887.133331305555,9847,0,0
1343,78.38814600810737,0.6160145788155107,3059.7283367028936,10227,0,1
1128,65.05819907598213,0.5182602342119337,3594.5974860469737,11425,0,0
1647,78.93269223470222,0.7672763606906376,3143.5804388013876,8479,0,0
1471,89.1299475562683,0.5140176950417134,2821.6807529304783,9654,1,0
1062,78.257073578132,0.38755886075594725,3120.2237525700057,5909,0,0
1138,71.30414471082862,0.5115394444331568,3919.4532821547523,5041,0,0
1498,62.0187311494537,0.6448334481754328,2562.4359860196582,18398,0,1
1592,90.78106807911514,0.1453585184421906,3015.4365921021263,1567,0,0
1391,63.29982349401088,0.35695029623648183,3334.9713880803106,17765,1,0
1674,83.48562034475748,0.36116465282292964,3126.9435953327984,7409,1,1
1418,81.38517860594486,0.5821980405755001,2876.0664703773673,14736,1,1
1288,72.6323139703594,0.6054573079383899,2786.8370667790955,11429,1,0
1378,72.37021196219322,0.5202455455669789,2857.402762654108,8792,0,0
1772,56.6428872595898,0.004272376174415338,3266.016162711333,15819,0,0
1489,78.30065000812621,0.16961636336164254,3236.886180929424,3316,1,0
1230,81.19926332395805,0.45221363570857576,4047.359291924272,6911,0,0
1040,64.10919883852196,0.39970611532830524,2231.6052430068426,16221,1,0
1027,73.44178525670897,0.5010740757672006,3878.9533449273003,17291,0,0
1134,75.3786191500895,0.4061203675129049,2897.7618352877494,7704,0,0
1200,80.84572627949568,0.8063284932298074,2954.7064893059433,19399,1,0
1839,75.03803076123188,0.04121168303069567,3429.3665675796674,2239,0,0
1779,58.73680646038416,0.5605255263059629,3426.2042050799873,4552,1,0
1929,69.7006223053751,0.6656020812326945,3578.3090169575066,17142,0,1
1032,77.2462578538902,0.6403076916716799,3687.388644460476,6286,0,0
1047,83.41528342039759,0.657454597600237,2980.0845023580096,12513,1,0
1502,68.82363390605754,0.6862231816781869,3693.8154403920225,13096,0,1
1406,96.87649874550019,0.37920402267855524,2685.4219069391506,5220,0,0
1573,56.055269311630354,0.2797032486046086,2847.3515121390456,14945,0,0
1727,69.362998249421,0.09306366546106548,2908.9924655085806,4226,1,0
1804,74.16966396507227,0.42747943326406096,2736.6851935517334,1178,1,0
1098,72.99250836447136,0.3444933752090289,3029.928162172938,13529,0,0
1683,62.678576701851675,0.7323217627314276,3448.212360953706,9598,0,1
1871,79.47861747751794,0.44248837796977303,3325.672988725824,8959,1,0
1725,78.71094051313922,0.2939188525544884,2693.4078333958632,6626,1,0
1986,75.47961445981547,0.26229290920777987,2652.239642446777,13727,0,0
1546,78.31843863258516,0.8977640107567588,2572.3265021303664,5406,0,0
1960,70.76223588551969,0.49558273700168454,3044.395911158901,8398,1,0
1738,58.82637049891432,0.3436991073452113,2209.5782712287905,18084,0,0
1612,67.83360129947755,0.5248083615544042,2554.6998005739324,14939,1,0
1942,76.57054581409442,0.8793778312330142,2770.589463662448,1616,0,0
1461,76.62744414846397,0.4220638715400889,3527.6854789311765,6844,0,0
1642,75.41379052585847,0.6374021418896394,2933.9148644145753,9590,0,1
1768,80.48708267985032,0.7372922074660648,3502.9294922329286,13712,1,0
1004,69.18853954549984,0.12171522163001863,3093.787396595487,14578,0,0
1217,75.26681057110535,0.37231751626609216,2762.850417090213,11336,0,0
1502,80.72092778404921,0.7122173256317726,2783.429050281682,17942,0,0
1766,74.15110181497647,0.3601393121794988,2416.970940710832,17571,1,0
1397,62.56676071593901,0.5829250798534567,4201.590962848589,8652,0,0
1870,65.38511630344462,0.348303680175038,3555.25627575622,9479,0,1
1794,83.30852324279367,0.4108896192976146,3301.8627877287663,13186,0,0
1392,88.92472162942573,0.38652723887857876,2348.3451581959916,11336,0,1
1206,86.75283107824049,0.6273340307391664,2774.1869556469355,10856,0,1
1014,77.32155949742035,0.5403160228399185,2512.333161154889,8895,0,0
1857,62.96867397983307,0.519771889002204,3063.784116526956,2991,0,0
1553,74.93648443227131,1.0014990475717669,2536.34637303468,14428,1,0
1891,90.62255131950421,0.8479394814240133,2664.8547097752753,7504,1,0
1460,81.18488380456475,0.10375127588924388,2549.4225243305227,12060,1,1
1690,72.92522477316128,0.4113180653562903,2880.1233376179293,7511,0,0
1574,81.28625232841216,0.9852927349213983,3035.7124902184028,12250,1,0
1863,62.306047933843956,0.3850819938623916,2893.3690279935095,5362,0,0
1742,68.04328622151797,0.9175491971750289,3766.453232705813,5850,0,0
1240,64.15808608977676,0.4147346370263479,3405.553452226569,13182,0,0
1563,79.69571818348433,0.4532004858906874,2608.4836007005474,13035,0,0
1095,82.14103499720093,0.6727142718271625,3162.802840721711,12203,0,0
1899,73.46173972801634,0.48195856499843287,2649.6694489683514,10111,0,0
1733,66.27070323260435,0.5989249279148573,2802.438035859656,15596,0,1
1484,74.80250906465373,0.8149897398615278,3239.59860163802,14606,0,0
1406,70.13420109326192,0.6517601867951538,3332.824995291955,855,0,1
1230,67.03829295306255,0.52830642642994,2706.2839928555027,8932,0,0
1748,78.38993685309246,0.8347053683435186,2447.5652066072457,16200,0,0
1654,67.42007777481327,0.6753374951750198,3043.8517488621656,14350,0,0
1170,59.336502670359074,0.35329136738053035,3217.3112042909715,17738,0,0
1540,61.55885529636813,0.8960150466888038,2680.8555846916374,12435,0,0
1035,58.96739533184051,0.6284731184100356,3408.277258782799,7204,0,0
1524,77.47511916576204,0.4572646462260277,3319.64650163272,15879,1,1
1159,76.50405438176163,0.09583648308281051,2673.564482048197,9752,0,0
1838,76.00520094508163,0.22448472398706665,3565.0810929295817,9073,0,1
1698,80.87731652479943,0.8400269820799875,3580.3636421587466,1632,1,0
1242,86.91958856117117,0.8479330503940902,4033.8340528118124,19360,0,1
1085,69.07733469174885,0.517056813746648,3855.8798589918874,16034,0,0
1795,79.06477477238418,0.14595116480490272,2548.693388737892,11530,0,0
1577,59.20384492594123,0.2826049492698788,3462.4912604329006,2579,0,0
1681,88.78709746263351,0.1752463295900844,3439.8146482946568,1444,0,1
1556,62.55168761781843,0.16797774801724785,2825.758400288565,6340,1,0
1573,67.89918880959563,0.9053604737873813,3227.462364033016,7174,0,0
1952,69.02290486266908,0.9119835816828947,2061.188174888091,11221,0,0
1645,59.73729003277788,0.27583056928688604,2047.3071660535168,12993,0,0
1795,75.32575577408562,0.4982530048204801,2142.6790297663256,12010,1,1
1027,77.13903868201481,0.24304076801363944,3194.6284607133634,1334,1,0
1619,73.1058632901845,0.49695239069998265,3218.254565960031,4684,0,0
1555,59.59752367968923,0.8278607766738193,2863.05794341279,7678,0,0
1339,94.83386234851712,0.7157438101606031,3860.584564379632,5668,0,1
1797,80.49230796501648,0.6617325530994574,3493.5377014546425,5491,0,1
1957,101.34222043649959,0.4611640525474271,2200.8434076050844,8646,0,0
1330,66.94890760113708,0.7523934231992728,2914.0128970572887,14384,0,0
1639,84.57882228176976,0.6293337493166662,2530.1573419093484,5790,1,0
1505,82.79273887394163,0.5807831162631439,3206.997934360755,15344,0,0
1347,72.09424896902638,0.4769181323600429,2984.710537617314,18936,0,0
1472,89.11050901059224,0.5636745879029332,2558.5108130467784,8651,0,0
1230,70.94589992386221,0.5576503155738652,3847.2362652639677,528,0,0
1189,71.39108580575393,0.39171367098514787,3028.698453979372,18744,0,0
1224,40.28570108061617,0.3450166932545467,2791.9802302648795,8434,1,0
1384,79.09028053742637,0.3006186079339219,2873.430025269847,3072,0,0
1376,61.74490088317594,0.31342737764128137,3809.3340231043135,15781,1,0
1282,69.49278804304488,0.4623794248909897,3455.637319917028,8551,0,0
1957,64.73780361254973,0.42946302020088367,2918.824445917441,2627,0,0
1632,71.33768460681739,0.3758532506794887,2503.955159950189,10583,0,0
1627,79.43880230217435,0.3610437050529669,2581.90243092021,19591,0,1
1972,75.11141563048757,0.5583760052232632,2758.92869449765,10433,0,0
1744,82.09641290505807,0.7755214894348611,3253.582879607777,16377,0,0
1258,87.65629535585632,0.49781686378531015,3378.2659504933554,2313,0,0
1358,71.31204063322164,0.4847338399918462,2637.2294205124786,13019,1,0
1709,70.21432757983887,0.31302266145732605,3400.3800916857513,8316,0,0
1455,84.5772765366201,0.4553860376418585,2545.6920560159515,8851,0,0
1410,85.3704728873993,0.7380672681218737,2694.11317301724,16148,0,0
1648,82.40590868103047,0.7074922207017945,2275.2382396472694,11734,0,0
1317,65.47821193260651,0.693594748854867,2260.3461269083055,8996,0,1
1676,79.22655065501604,0.6871737658439685,2540.286319601733,12633,0,0
1224,76.09470604047289,0.587346511112967,2987.1341220553236,9091,0,0
1818,85.52528941349664,0.5802414326965991,2503.009309694605,12212,0,0
1233,69.27127910462251,0.5489500653369548,3749.0421808528527,6749,1,0
1683,58.33389708850084,0.4166229439894972,2533.7515068355206,15941,1,0
1663,81.90236800380272,0.5167398797231019,3091.9732012507097,6985,0,0
1974,49.416316167428974,0.5431199367411734,3660.1214836263334,9677,0,0
1826,67.6848659610367,0.6266337206632104,3046.2563021368774,2305,1,0
1373,64.76804488681705,0.5200512974090319,2818.0420879154894,2596,0,0
1671,64.70065329094253,0.9210322761944836,3073.504293276778,12993,0,0
1607,67.50968529044904,0.25803756058841765,2719.1326679696776,5837,1,0
1471,87.17373569751629,0.65089513995414,2499.595402978653,16535,0,0
1232,83.20555419006374,0.4917512586721893,3306.3531430172347,18343,1,0
1691,72.48269318007495,0.5004292564253084,2708.444261456779,10037,0,0
1112,86.33623471859049,0.33748484353783836,3468.376631765213,8922,0,0
1829,64.37702844833626,0.703868653449737,3398.1313997634566,4282,0,1
1496,63.01716614252842,0.6305683068642315,3083.1582546875616,14298,1,0
1441,83.6359665924659,0.6667274793607384,3485.442944544079,9574,0,0
1563,80.79643229322647,0.5338490809637929,2727.9703909905843,6919,0,0
1267,70.39736598416677,0.435021037071955,3391.8884528275057,9124,1,0
1509,63.64539106301869,0.48668769029110864,3389.286448638925,8389,1,0
1806,89.5973187503794,0.586693130011128,2849.289255377541,10955,1,0
1385,57.798974490521815,0.09888476541605185,2785.140305450417,14932,0,0
1386,69.0157406465644,0.6745865735150915,3164.5142729137333,11694,1,0
1112,77.28576527517897,0.9852385629366134,3984.1222275808864,18701,0,0
1612,93.02164808431445,0.5960670093906953,2883.8822693382485,8070,0,1
1624,78.83100212073221,0.4438146751584452,2774.613813353313,1117,1,0
1951,79.80304653013299,0.4677529490641461,3589.1974007883887,13184,0,1
1080,69.30616299851873,0.6415084701868338,3034.0662778496744,9009,0,0
1698,80.68480225274598,0.44834226733697635,3433.010532492301,15217,0,0
1112,76.05309320879087,0.6737350542678354,3737.315563757561,6785,1,1
1001,59.11535459582442,0.4651718565739512,2046.4880569650873,956,0,1
1641,82.92934853493107,0.8428366933248674,2981.2102042755378,1000,0,0
1219,84.7039338984685,0.8373192272044376,2885.0981483421133,19199,0,0
1565,83.03365048821163,0.4339660664118118,2518.834616277458,4374,0,0
1854,75.33327925665802,0.48379523265224006,2040.6829545696312,5473,1,0
1996,65.43823116850353,0.495526227624332,2204.250922986329,5274,0,0
1735,51.908162687151346,0.4982067348472521,3052.184390934709,16019,0,0
1224,76.57053605401451,0.3105141909878647,2732.9819853405843,14849,1,0
1384,85.8194205974085,0.2825478631451296,2599.083206540114,17887,0,0
1402,84.9553246908308,0.7499515143095912,3047.21368985738,17950,0,0
1637,83.16072843393847,0.7179574028408334,2653.926474811964,14122,0,0
1129,74.25789021450609,0.7145041428354543,3645.0903193893014,5216,1,0
1052,85.87464174031497,0.48612432661193417,2689.557880406368,10320,0,0
1683,84.24161823855903,0.8784023539979391,3752.660759986282,16587,0,0
1729,70.77366439278441,0.49550620466508655,2984.992133976049,13802,0,0
1671,81.76598016615847,0.6725752347799482,2674.0502030624784,3734,0,0
1709,69.64040854590708,0.22227559709300315,2637.717621229408,6994,1,0
1415,80.40024231616923,0.4540529337004299,3756.8971275655213,14739,1,0
1246,62.00883355698933,0.46883578888523664,3347.9166899778247,4998,0,0
1835,62.77788191327079,0.48690249239567707,2620.290908543291,11930,0,1
1438,85.58207046943907,0.2349002064008628,3059.5382841123046,5767,1,0
1202,84.37560122204765,0.6407761855648515,1820.6605956598296,13046,0,0
1183,81.3361154057583,0.7057220622606756,2334.1978406940025,4169,0,0
1122,75.8796882105283,0.3512281221754169,2624.8556654129807,10157,1,0
1400,51.087255689758514,0.2705316967357342,2612.5913681997426,2461,0,0
1766,74.25124061793511,0.3462116750212155,3606.507360040003,14440,0,1
1293,79.54183167189838,0.5990997338280362,2042.9066636295977,17759,0,0
1279,69.65266752440408,0.3806793290183291,2286.0967354578133,12593,1,0
1836,67.87505807191762,0.47318695007272477,3226.197241645185,9234,0,0
1883,89.44420388153692,0.285307851059461,3115.1361566275345,4016,1,0
1609,74.39711008608388,0.8958572811002927,2825.1145822093213,15532,1,1
1197,79.54795169642381,0.5146397256325567,4026.2444643984495,7733,1,0
1981,82.74131461619365,0.7299430658453261,3308.7035459339977,13670,1,0
1906,64.98562923494922,0.5986339668477674,3611.4123528280516,6447,0,0
1510,76.93207422714194,0.4916239890069862,2974.599940783443,17458,1,0
1751,88.19644494477299,0.4812675350221444,2728.208928226595,18342,0,0
1143,93.19223183299721,0.354951264672443,2733.935311301123,7895,1,0
1608,75.3993639721469,0.40990736982325493,3463.8324556862685,3672,0,0
1200,72.62056452652925,0.2984395336802991,3386.3741688523546,19354,0,0
1123,77.69024068137533,0.276626805613411,2890.6959337579397,3927,0,0
1186,77.43637047027521,0.9172750835102703,3235.79202731451,8298,1,1
1325,88.86758066131154,0.5557824730163886,3481.3090270086072,8236,0,0
1463,65.03608310832932,0.793143448340812,2718.0352601088557,15990,0,0
1348,72.20126913833978,0.3411875485927956,2828.302262637853,11207,1,0
1770,63.82858673123489,0.24967928150705115,3223.3202508276927,12243,0,0
1659,64.87905114202422,0.30444435780822976,2105.669871183663,4706,0,0
1763,78.76574015139124,0.4155856229820608,3232.7960876975994,19084,0,0
1954,83.09857841637026,0.507299986365232,2437.4754702263435,19848,0,0
1931,68.50608306256255,0.4698126766312014,3470.8266954702526,3813,0,0
1402,82.72094788975289,0.3453618063026743,4073.8924136202563,15555,1,0
1345,86.11578657131969,0.5175430018635527,2651.415842591882,19811,0,0
1962,94.3470599843339,0.5350772249079894,2325.178132568748,9373,0,0
1510,75.6974684884105,0.6404552855103157,2910.0456845992376,4958,0,0
1146,68.60235472555867,0.7940864606025075,2867.3701084401146,18532,1,1
1147,64.97528068394105,0.4272212420982154,3330.361912229494,9850,0,0
1863,63.982068020801066,0.7430961187269264,3117.0306554471567,8684,0,0
1710,87.49780701403607,0.5131875186855974,2851.8348586756574,16365,0,0
1819,59.8490465704435,0.19453620251644366,3045.3068008623877,2841,1,0
1488,87.177484856512,0.8566541620791674,2438.923792445737,18402,1,0
1928,66.31558970747851,0.9545072883799381,3414.6075216941335,2338,0,0
1935,68.14793802140595,0.6238192956103102,3808.980571477444,17754,0,0
1639,73.4844454499002,0.5179569928838264,2401.2014311103135,6038,0,0
1550,67.96345450433489,0.44571898796710063,2210.3735112837517,11969,0,1
1337,84.31979754959575,0.40721040610311837,2798.9557866260743,10033,0,0
1871,93.13343951982776,0.7421402506295033,2389.2647614383377,5977,0,0
1640,68.42567842446863,0.4965453523903654,2361.8911584494244,9863,0,0
1778,70.67762160835373,0.8347879594489538,2298.9907521760615,12764,1,0
1987,73.36679192716102,0.5069724830658331,2903.1988019963005,14036,0,0
1952,80.41056763492638,0.4175306613153185,2794.288765171976,18012,0,0
1472,73.46515721044143,0.3797399070976535,3186.6284620675847,12319,0,0
1945,88.87257411052596,0.3512567829411004,2718.492902543666,12691,0,0
1150,86.46623916561927,0.6028291652812092,2391.678452229663,6999,0,0
1414,63.145376464049,0.2411013290283977,2991.5585100424405,12579,0,1
1989,80.20968165574828,0.33633250333274933,2470.7219788278553,18168,1,0
1297,90.20339237309503,0.764896525168214,3256.0855596435954,9262,1,0
1610,70.05219054233116,0.3090901378351044,2166.8885995806913,19748,1,1
1262,72.05735128206443,0.6725409843980034,1917.557095543972,6545,0,1
1763,69.71963002147045,0.08739763769983688,2195.113649832306,12676,1,0
1143,69.92924384476494,0.7900174084351503,2790.84029002927,11833,0,0
1345,58.31548448088952,0.24595363219449068,2856.4350718850646,18861,0,0
1623,61.7168504853495,0.32472125130504825,3068.4708917340517,9138,0,0
1571,75.7747371873723,0.6360685155972651,2717.6488230010273,13570,0,0
1880,90.13597974652778,0.5540816268416098,2576.7460211148937,5539,1,0
1001,68.86639187481717,0.6789974872189615,3716.637285313439,15765,0,0
1896,68.57242697051441,0.24434747414848496,3584.4427092835303,3473,0,0
1303,92.01521070420735,0.4426389181332922,3493.1012154307627,5126,0,0
1253,63.91742538184013,0.3765843581579126,3154.4481466346483,17002,1,0
1651,58.38756837293578,0.27796224036951533,3194.2531619297165,8499,1,0
1452,66.71484563862501,0.6191794917040732,2597.401057138945,2792,0,1
1036,68.37215521205634,0.688610289321359,3072.1791441127166,18988,0,1
1159,57.52546915304934,0.4326267589918933,2530.0663899892593,17951,1,0
1008,73.71958293725389,0.804542259859234,2473.3633496899156,15359,0,0
1232,84.48446349861536,0.3428599558243315,2191.2551103792134,17307,0,0
1098,62.14045226285174,0.7996934648274083,3203.0357909800255,4319,0,0
1658,75.8757821895359,0.6124478119516532,3081.83588111486,13182,0,0
1815,78.95935675626774,0.25528656290499785,2848.5575610599094,15285,0,0
1207,74.16615724725708,0.8963048534165339,2783.096706456091,1780,0,0
1130,76.85692589741059,0.41110449336179455,2084.9467556412046,13741,0,0
1403,76.9732726259521,0.7410235479228902,3128.1997796219193,10511,1,1
1151,66.87272043081568,0.5291298243859265,2842.229968551821,14647,0,0
1053,89.98582572011868,0.5748882448903664,3447.998605206817,17646,0,0
1119,87.47756834076216,0.6802413560984616,3073.105677948793,2129,0,0
1672,86.89911397241167,0.6691702368938007,3352.8919426020157,5999,0,0
1919,85.13675740543863,0.4315706873753079,2996.379800702927,9134,0,0
1627,59.25020530566976,0.606333119187719,3090.8389360777974,3514,1,0
1586,84.26062377811967,0.5913199697397004,3465.5631388439197,11273,0,0
1624,81.55601427549507,0.5427122399378491,2903.8053678307947,18381,0,0
