recordedOn,power,bladeAngle,airPressure,airTemp,cloudLevel,bladeLength,bladeWidth,height,windSpeed,status,windDirection,month
16/01/2020 06:13,33.08288414,-1.040857249,126315.5388,26.29456446,Medium,4.778680073,0.381161795,26.19664965,8.555105938,Good,SE,January
04/04/2020 04:23,3.19349053,0.682627342,116065.9933,29.80120578,Medium,3.307539216,0.311593111,26.3073855,4.186694537,Good,SE,April
15/09/2020 14:03,29.35929841,,416813.2989,33.08416328,Low,,0.401743709,24.78007381,3.2685221,Optimised,SW,September
13/07/2020 01:03,13.04636299,-1.141560257,119545.9736,30.03190102,Medium,3.374032191,0.488727752,26.15094536,6.550699855,Good,NW,July
29/06/2020 17:03,20.5086269,,387478.4907,27.39551077,Low,,0.371328722,25.95425647,8.231955094,Good,SW,June
26/06/2020 00:03,25.1482614,-0.96176528,117504.797,27.62126494,Low,3.761417423,0.498021315,10.43572227,8.703789745,Good,,June
19/04/2020 04:13,69.43736632,2.006931802,83337.84241,31.4930843,Low,4.838125355,0.365129588,27.16883287,3.035773537,Optimised,NW,April
01/02/2020 23:53,39.24627205,12.26220524,400858.1697,42.21726898,Medium,4.302816409,0.313086881,25.87083227,13.23466938,Good,SE,February
14/06/2020 02:33,6.13296381,-0.937924664,287115.3399,25.81908748,Low,4.421633433,0.380835946,25.06954169,5.522899826,Good,NW,June
27/06/2020 08:23,1.10396613,,113494.7299,22.67352426,Medium,2.985494585,0.303133961,24.56892746,3.447059815,Good,SW,June
02/08/2020 09:03,5.83102213,-0.690121423,115214.6492,25.99273021,Low,4.627744574,0.377654898,26.46934843,4.93184985,Good,NW,August
12/06/2020 11:43,59.74373226,-0.774434966,83202.17159,22.80353677,Medium,,0.395220748,24.15258097,5.17538974,Optimised,SW,June
15/06/2020 08:33,0.36408938,1.788749331,277449.4697,23.39252512,Low,2.617954947,0.372957517,15.87178803,3.561499844,Good,NW,June
14/02/2020 18:13,27.80137472,-1.095758836,82715.88434,37.73908932,Low,3.886328562,0.44820377,16.18854983,5.8020148,Optimised,NE,February
11/06/2020 16:43,1.35616315,1.587546937,111044.3638,24.07803912,Medium,4.490688365,0.470039132,24.63887411,3.545227606,Good,SW,June
08/06/2020 11:03,1.67354095,1.411547889,111570.2707,27.71530176,Medium,7.501019052,0.352744413,24.54541038,3.859431421,Good,SW,June
26/02/2020 17:03,36.53095587,6.511227321,143130.4049,34.08105883,Medium,,0.469229944,24.99319887,9.628549239,Good,SE,February
13/01/2020 09:03,3.82032226,-0.320378189,117228.7463,28.10085673,Medium,3.133735806,0.30223723,26.92360395,4.755619755,Good,,January
04/04/2020 10:03,0.11160831,18.99476986,111894.4388,28.79842482,Low,9.711655591,0.468751956,27.60666143,3.001130996,Good,,April
26/04/2020 19:33,5.79313703,-0.581772517,117424.4371,32.37723952,Medium,3.452795496,0.456294575,24.89604126,4.777436658,Good,SW,April
16/06/2020 00:33,12.49258929,-1.149388457,121500.7831,24.17736797,Medium,5.267770972,0.303222594,18.45963001,6.630852347,Good,NW,June
22/06/2020 20:03,24.69740786,-0.947522374,127528.9794,30.28059403,Medium,7.953509839,0.38796267,,7.304227611,Good,,June
22/06/2020 03:53,14.52125307,-1.172187156,116266.0128,22.3723054,Medium,2.587955811,0.364277652,24.73622372,6.750149811,Good,NW,June
12/11/2019 14:23,27.44811656,63.93880523,161973.2592,48.32829166,Low,2.899199757,0.479197481,,2.67904485,Optimised,NE,November
19/06/2020 18:53,3.25238531,0.658330079,,30.86856425,Low,3.529593021,0.395622697,26.98147199,4.098568284,Good,SW,June
08/03/2020 04:53,28.29050958,,135230.1144,37.1038848,Low,8.89260189,0.493941997,21.51549243,8.735199607,Good,SE,March
04/05/2020 20:53,0.67561903,1.800781172,,36.94750493,Low,3.522220638,0.367699867,25.11886852,3.364494595,Good,SW,May
01/07/2020 06:53,3.15588821,0.22327297,112514.8682,22.27482637,Medium,,0.380360393,25.88591138,4.580099795,Good,SW,July
06/01/2020 02:03,33.09209366,,132546.8621,39.44541625,Low,7.224421513,0.347899317,20.80191092,9.72435425,Good,,January
14/08/2020 02:43,29.98049873,0.77745257,128478.2599,33.47752985,Medium,2.284921821,0.392324799,25.74298753,8.48665956,Good,NW,August
17/06/2020 17:53,14.01223411,-1.085687364,116065.8872,29.58268161,Medium,2.039558578,0.313646377,,6.625427494,Good,SW,June
17/06/2020 22:23,12.44673792,-1.230335774,116773.895,25.40070021,Medium,,0.328918732,,6.224047153,Good,SW,June
02/04/2020 09:53,50.18071107,,372973.135,28.51430706,Medium,,0.302275852,25.13065546,2.487664594,Optimised,SE,April
13/01/2020 06:03,6.28821215,-70.65435675,117857.2297,27.35462715,Medium,3.521482415,0.451242024,26.84043161,5.65588477,Good,,January
01/07/2020 20:23,17.38294288,-1.164579365,116170.6863,26.29126424,Low,2.481420983,0.486151143,27.96016249,7.238566439,Good,SW,July
05/12/2019 13:33,56.52058456,0.83806186,81426.33667,35.00069239,Medium,2.16689091,0.322065966,25.08406574,8.159914445,Optimised,SE,December
19/02/2020 07:33,22.25178425,-1.274669066,133849.0081,35.75182077,Low,,0.311218748,50.1557011,8.015689705,Good,SW,February
03/06/2020 16:23,0,104.4881362,299872.9986,18.56988966,Medium,9.774264231,0.399693533,,4.680178789,Good,NW,June
12/07/2020 06:53,9.15908842,-1.109248651,113343.4491,23.90234332,Medium,9.923012227,0.304333082,12.69260702,5.60565991,Good,NW,July
23/07/2020 10:23,0.07505553,31.73872128,115266.075,29.96843192,Medium,4.676721407,0.321565974,27.7772265,2.99242488,Good,NE,July
24/05/2020 00:53,12.97857057,-1.289795586,187771.6372,25.2533354,Low,,0.380421127,27.95119118,6.465815721,Good,NW,May
14/09/2020 01:23,12.79192189,,118681.7401,40.03199591,Medium,7.972085473,0.308779126,16.03828494,6.323952484,Good,SW,September
16/08/2020 22:23,33.01987727,,126860.9004,33.8421745,Medium,13.28192961,0.469702796,25.92078701,8.574462632,Good,SW,August
04/04/2020 09:53,0.44233352,,109433.0785,31.65562584,Low,2.749688124,0.327781096,24.30461701,3.085476785,Good,SE,April
11/06/2020 23:23,12.1188235,-1.142191068,289946.9762,24.77614343,Low,2.690093296,0.479401824,21.57504052,6.054010961,Good,SW,June
09/12/2019 23:43,62.93479288,8.460394404,81874.64222,47.06702322,Low,4.355428472,0.441204395,26.06099182,10.46746923,Optimised,,December
14/06/2020 08:43,3.72968909,-0.08008541,115416.1519,24.65287368,Low,3.076484695,0.325166211,27.89119239,4.988163032,Good,SW,June
12/07/2020 12:53,15.70543007,-1.034226682,114116.3057,24.43878697,Medium,3.388109664,0.358674908,25.63466547,6.292699815,Good,NW,July
15/11/2019 21:43,41.63250379,,82773.77928,43.57229561,Medium,4.656731975,0.36956027,10.48645454,3.25154483,Optimised,SW,November
16/01/2020 00:23,32.27557259,7.940653685,81830.24228,43.39833955,Low,4.903306541,0.48491921,5.222903661,10.53816451,Optimised,,January
13/05/2020 07:33,0.14331005,,,27.57974926,Medium,4.292430484,0.463665022,24.35787002,2.863884089,Good,SE,May
01/08/2020 21:03,24.50234597,-1.043428472,,33.92259292,Medium,4.268160024,0.317142641,27.01494623,7.381299659,Good,SW,August
09/02/2020 16:43,0.76332231,12.59185073,113615.8498,28.13556637,Medium,2.340490064,0.329695378,20.56852362,3.76259488,Good,SE,February
03/07/2020 16:33,0.78997654,,221691.1574,30.33014091,Low,3.057051876,0.404343699,45.98830232,3.21921486,Good,SW,July
30/06/2020 04:43,9.19854432,-1.125724803,117417.1616,20.35862874,Medium,4.143347038,0.46596745,24.39730144,6.22285485,Good,SW,June
09/06/2020 05:43,0.15980412,1.679371338,115397.213,22.51881934,Low,2.587167613,0.493394579,25.22168245,3.634966517,Good,SW,June
06/03/2020 02:33,34.68804129,7.076374116,142228.7171,37.38779872,Medium,4.679658711,0.475141833,27.84106428,10.15956425,Good,SE,March
07/08/2020 02:43,13.43849066,-71.84351138,117406.8379,26.42805541,Medium,3.447586659,0.471893845,30.41992268,6.573315563,Good,SW,August
23/02/2020 05:53,9.57002569,-1.083464073,116982.489,33.73572062,Medium,,0.382559293,19.54486921,5.865260989,Good,NE,February
22/05/2020 08:03,3.29227411,0.356451707,114334.3868,28.38931737,Medium,9.266098328,0.31358377,20.25648581,4.431238656,Good,SW,May
04/07/2020 20:23,19.81268016,-1.235099108,117508.9649,27.61635834,Medium,3.122217568,0.482362986,11.30881449,7.478174695,Good,SW,July
08/05/2020 08:23,0.11792248,34.98442231,458975.2678,24.99303054,Low,2.180909566,0.42604001,27.88677416,2.680578805,Good,SE,May
20/12/2019 19:03,30.606266,14.92125933,148284.6371,48.84479676,Medium,,0.47385076,25.41867518,14.31339923,Good,SW,December
17/04/2020 09:53,0.10504618,45.2330202,176565.4413,25.20015707,Medium,3.266796766,0.375794929,25.07788076,2.738490818,Good,NE,April
24/06/2020 18:03,8.10633026,,114889.5588,25.91786405,Low,4.828436357,0.407786019,27.18158053,6.086879795,Good,SW,June
10/01/2020 04:33,31.22580945,1.618230253,131709.2391,40.16216666,Medium,,0.323424984,37.16446808,8.910649345,Good,,January
29/06/2020 19:23,26.3886725,-1.120504033,131937.302,30.22859355,Medium,,0.441537652,40.69796682,7.89800969,Good,SW,June
28/02/2020 23:43,30.35290904,6.30413761,139754.8752,40.24847962,Medium,4.593372816,0.45585228,25.25691409,9.72633923,Good,,February
13/05/2020 02:53,4.20831807,-0.515165398,387973.5151,26.01007482,Medium,4.366042606,0.425504762,26.45611781,5.100336684,Good,NW,May
11/01/2020 06:33,11.19189503,,397253.6488,26.40722612,Low,4.285545649,0.432845575,25.52345364,5.671205635,Good,SE,January
19/08/2020 02:13,6.38126871,-0.738290408,493582.131,32.75659335,Medium,3.366008385,0.338649162,17.56429221,5.1085054,Good,NW,August
25/05/2020 15:03,11.62593463,-0.989363477,121193.6468,22.34040552,Low,3.771957143,0.455270787,27.83716199,5.712874855,Good,SW,May
11/06/2020 05:23,0.12476533,40.40834745,562968.5755,21.27626303,Low,3.752224522,0.38671875,24.93864198,3.142422072,Good,NW,June
27/07/2020 07:03,14.27576429,,192847.7067,29.12811542,Low,4.814130704,0.322896153,15.5004687,6.523431075,Good,SW,July
05/05/2020 11:53,8.75064476,-1.010143206,600747.4292,28.66022817,Medium,,0.48916519,25.89926148,5.686363026,Good,SW,May
18/06/2020 19:23,5.27851584,,494232.333,28.97891373,Medium,2.286583623,0.471612097,,4.8888472,Good,SW,June
21/05/2020 17:33,12.84999668,,120700.7458,27.52358775,Low,4.173477032,0.365536288,16.70549222,6.012557721,Good,SW,May
16/05/2020 08:03,10.88280336,,114180.3249,24.59990242,Medium,3.863016872,0.34663215,27.20286746,6.362922039,Good,SW,May
23/06/2020 01:53,14.77746319,-1.247875471,,25.94353096,Medium,6.388835683,0.361122314,24.95301521,6.7789798,Good,NW,June
15/01/2020 06:33,30.78937525,7.346195138,137474.9548,35.12916565,Medium,,0.393910796,,10.0030742,Good,,January
23/04/2020 03:33,0.1040231,,,24.3465318,Medium,4.008994839,0.431630534,26.68583318,3.002133206,Good,SW,April
24/12/2019 14:53,74.51756963,6.76703756,81499.07975,41.48230601,Low,4.357276109,0.322331269,24.14197343,10.08072928,Optimised,SW,December
14/05/2020 15:23,11.85197625,-1.152490452,,28.89096099,Medium,6.458849108,0.377984033,26.95236665,5.808978753,Good,SW,May
05/08/2020 07:13,5.2561877,-0.766041159,120568.7503,22.72576639,Medium,2.570722067,0.310159875,24.94870311,5.07433481,Good,,August
25/05/2020 19:23,28.84169468,-1.108266484,128599.0447,25.34151168,Medium,,0.3842313,15.34943796,8.106478584,Good,SW,May
04/05/2020 03:33,0.14421212,,113560.898,32.8064188,Low,3.468257643,0.485800698,26.09549217,3.31732484,Good,SW,May
16/07/2020 09:33,3.50155,0.165487315,111771.9439,23.3459057,Low,4.446234211,0.3286315,24.73624373,4.591594233,Good,SW,July
13/03/2020 17:33,0.12588215,36.47897677,107333.3647,24.43582268,Medium,4.64097313,0.47047483,42.7416388,3.09360986,Good,,March
11/05/2020 07:53,0.11824468,43.93494269,472947.3232,26.27585995,Medium,6.803928745,0.358670869,25.99886006,2.657023382,Good,NW,May
06/08/2020 12:53,8.85949796,-1.008903738,117613.1182,22.87713988,Low,3.915895353,0.300948607,27.43070357,5.669244244,Good,SW,August
26/06/2020 08:33,6.30669352,-0.659445526,117949.3986,22.48283483,Low,3.708358966,0.378687864,26.4392957,5.18505482,Good,NW,June
10/06/2020 11:03,4.58119089,-70.62355742,,25.5269666,Low,3.5684037,0.307689238,26.02564773,4.955894574,Good,SW,June
23/07/2020 02:13,23.02800509,-1.20176663,333666.7458,35.18056333,Low,4.321420854,0.430593607,24.94985478,7.658805183,Good,NW,July
07/01/2020 20:23,64.40712027,-1.148848116,82976.02123,40.4944552,Low,,0.418317146,10.12188918,5.711069775,Optimised,NE,January
13/03/2020 19:13,0.15996983,45.77165464,110091.5448,26.1911328,Low,6.150747914,0.432258424,25.92265371,2.204409885,Good,,March
19/02/2020 08:43,8.6027769,-1.089146257,117389.8617,34.02140787,Medium,4.643552266,0.490480492,11.96682638,5.856154825,Good,SE,February
04/06/2020 20:33,0.12475313,,107227.1745,17.45528427,Medium,4.566254632,0.434127165,4.203960249,5.05641655,Good,SW,June
28/06/2020 07:03,0.08899242,1.071999299,112572.8316,30.02086007,Low,3.410154944,0.479757508,,3.198223394,Good,NW,June
24/11/2019 07:03,23.84243316,-1.412009332,131193.7984,39.85197234,Medium,4.472449776,0.301069499,45.04962028,8.138544575,Good,,November
18/07/2020 07:13,3.41127271,0.206682868,112300.0267,24.88462903,Low,3.642849731,0.354386215,27.45104864,4.784205053,Good,NW,July
24/07/2020 02:53,18.7203023,-1.039932942,117549.8774,31.58659423,Low,,0.356930342,15.0487622,6.792616422,Good,NW,July
03/06/2020 09:33,0,89.12900871,106396.7976,15.19607217,Medium,4.10230336,0.399717778,24.95598503,2.706199865,Good,NW,June
05/03/2020 03:13,35.26108003,6.665778085,136945.0463,31.95299542,Low,8.117240736,0.491325698,25.19400916,9.942543031,Good,SE,March
10/09/2020 04:33,6.11386372,,121285.1371,38.95436568,Medium,3.587403317,0.485147277,26.86183625,5.007410839,Good,NW,September
14/03/2020 15:13,0.53725102,,163612.3983,28.9839549,Low,2.622960001,0.403118382,24.78981262,3.076144835,Good,SW,March
17/05/2020 23:53,15.53561889,-1.173895684,126682.1006,27.41803818,Low,,0.348720299,18.70154573,6.588377633,Good,NW,May
02/02/2020 04:03,34.83879744,,,41.09600072,Medium,2.162982873,0.441898704,27.12087963,9.34959945,Good,,February
13/05/2020 18:33,2.22742428,1.15290711,590942.894,31.68644862,Medium,5.566498243,0.464540608,13.60851336,3.887133133,Good,NW,May
29/06/2020 06:43,6.80940505,72.3493242,121321.853,27.70386351,Medium,2.350867803,0.362222277,21.13882035,5.465399865,Good,SW,June
27/08/2020 10:23,1.14595314,1.849192877,109618.6248,34.49334333,Low,4.883066184,0.485571957,18.96847057,3.127716556,Good,SW,August
18/07/2020 06:23,7.92410919,-1.122066945,113800.9683,23.14648971,Low,2.892405804,0.445233821,25.92855951,5.890589374,Good,NW,July
30/04/2020 02:43,0.41011337,1.748890457,670728.0821,37.29523338,Low,2.447955034,0.419458261,25.09024711,3.312488728,Good,NW,April
19/05/2020 06:43,2.65104847,,112223.136,23.7104917,Low,4.130632157,0.398967979,26.20134401,4.387860928,Good,SW,May
13/07/2020 04:03,17.26276604,-1.099272291,424855.4247,23.80569101,Low,7.685237057,0.428975736,24.30117633,7.349510232,Good,SW,July
22/02/2020 23:43,38.34521155,3.505371275,,43.49411359,Low,2.483024085,0.494630025,26.49160823,9.1694044,Good,,February
31/08/2020 20:33,19.66416621,,300652.869,39.82031619,Medium,3.300223948,0.493035724,25.8348217,7.209971917,Good,SW,August
14/09/2020 08:43,0.11897321,37.66207028,109980.1302,28.81082124,Medium,3.584874357,0.357330452,27.46828152,2.669927639,Good,NW,September
25/01/2020 04:53,22.77462792,-1.314655482,125558.7307,25.60392057,Low,6.234185757,0.494569561,26.20843725,8.534105341,Good,SW,January
01/06/2020 16:53,0,,107087.0619,15.43871126,Low,4.723680566,0.445649682,33.12736696,4.529578774,Good,SW,June
12/07/2020 02:43,13.47815202,-1.154124656,658480.5532,27.25967913,Medium,2.632971757,0.369279841,45.12424347,6.607120895,Good,NW,July
03/02/2020 13:03,39.59787262,6.178317293,142643.3396,40.52226585,Low,2.276315429,0.489524466,27.91032273,9.344341642,Good,NE,February
20/03/2020 00:13,21.91514007,-1.141193754,,29.68075845,Medium,2.49521325,0.422483796,27.7707814,7.92793974,Good,NW,March
26/01/2020 04:23,17.67702629,-1.177768157,122969.9914,37.40299958,Medium,,0.460994768,26.98143778,7.85397447,Good,,January
12/06/2020 05:23,6.60072944,-0.872978016,531494.935,19.06015633,Medium,4.739802547,0.37153311,26.45042026,5.334610363,Good,SW,June
16/06/2020 22:43,17.868089,,439809.2345,23.62751382,Medium,,0.367749248,26.23408854,7.054038639,Good,SW,June
14/03/2020 23:33,27.92274951,1.927556213,,33.29287493,Medium,3.780088243,0.49406123,27.09426594,3.66664986,Optimised,,March
04/08/2020 22:43,38.12110045,,130047.2671,31.90839921,Medium,2.951019144,0.434251973,18.11589833,8.719188422,Good,SW,August
07/03/2020 02:53,29.03421514,3.644107771,131504.9283,43.77926658,Medium,,0.381381728,26.08832382,8.9091142,Good,,March
12/03/2020 20:23,0.14363413,42.85833146,,28.16063443,Medium,5.300950484,0.489482969,30.58661892,3.06322987,Good,NE,March
01/02/2020 05:03,30.49014729,3.985541445,362919.504,32.43967028,Medium,2.449148017,0.427661542,24.82475131,9.8845875,Good,SE,February
14/06/2020 00:43,24.44064855,,,27.78174524,Medium,4.563957816,0.485947851,4.749867101,7.970759695,Good,NW,June
16/06/2020 01:33,20.55080041,-1.183453749,,22.45808513,Low,5.577747014,0.32902032,,7.924589074,Good,SW,June
26/05/2020 16:23,10.84256527,,112778.4068,20.75969629,Medium,4.047608028,0.33509483,25.42647011,5.841168279,Good,SW,May
11/05/2020 03:23,7.09998071,,118663.9785,25.73413235,Low,4.687928896,0.386160031,26.80181275,5.731971994,Good,SW,May
25/02/2020 04:43,36.33071746,,127063.1649,37.6519214,Low,3.714763279,0.423364654,24.12158002,8.79008441,Good,,February
12/12/2019 05:33,29.52736951,,139681.2339,46.19042001,Medium,,0.354725533,10.03972682,8.51599946,Good,,December
12/07/2020 04:43,5.12368022,-0.411208737,115679.9418,26.55658612,Medium,,0.401804921,26.15838603,4.990415568,Good,NW,July
14/06/2020 11:33,5.48301012,-0.534354168,115036.7204,24.21855291,Low,2.242421598,0.372502371,24.53287607,4.627162958,Good,SW,June
13/05/2020 17:53,4.48125054,,,28.97112955,Medium,2.507757304,0.346527793,26.91778024,4.628739795,Good,NW,May
06/07/2020 06:23,4.57864278,-0.28074827,115867.3996,21.19104207,Low,6.0085299,0.341835969,25.45046946,4.9240219,Good,NW,July
20/07/2020 07:03,0.04087166,20.28960568,117119.4554,23.31848392,Low,3.134171292,0.346695168,26.60777446,3.037774881,Good,NE,July
26/12/2019 08:03,7.65337682,-0.778671082,,36.37994068,Medium,2.463010656,0.460599768,37.6860446,5.369244815,Good,SE,December
03/02/2020 09:33,35.49070465,-0.628352929,136960.26,35.65951892,Medium,2.425906245,0.406470372,,8.967499375,Good,SE,February
15/08/2020 00:03,11.29313529,-1.178927257,118587.0739,30.10591169,Medium,,0.485497245,20.91421504,6.372105294,Good,SW,August
24/03/2020 03:13,2.74333688,,117948.7577,15.89629742,Low,9.758866768,0.343705818,27.11323639,4.13417981,Good,NW,March
12/06/2020 05:13,6.32407435,-73.67545147,116898.5682,20.2449677,Low,2.370895516,0.444701944,44.50997626,5.387834795,Good,SW,June
09/01/2020 07:33,21.69277399,,478089.3936,35.66200319,Medium,3.882047963,0.488884365,24.73083681,7.649474725,Good,,January
28/05/2020 11:33,16.72902699,,122161.6745,22.63059659,Low,4.305780497,0.488698324,25.38111495,6.763099856,Good,SW,May
19/02/2020 22:03,0.15772638,23.66311658,115353.9625,36.5743566,Medium,4.720702087,0.397446493,26.8412117,2.80158492,Good,SE,February
30/06/2020 08:13,7.633297,-0.902045456,118364.8616,21.09480308,Medium,4.885465712,0.413616201,25.46704769,5.513587994,Good,SW,June
16/09/2020 07:23,5.90427642,-0.468759979,114632.026,32.21152718,Medium,4.258421148,0.319806531,16.02605916,4.938405095,Good,SW,September
20/08/2020 01:03,4.80771558,0.009290335,324574.2072,31.89495515,Low,3.02207546,0.314906723,26.19628441,4.567160983,Good,NW,August
19/05/2020 07:03,3.78958319,0.062279081,113579.3236,21.00468855,Medium,4.578774897,0.418966733,27.40804185,4.919094244,Good,SW,May
31/08/2020 06:53,0.44325532,,116770.3862,30.03074708,Medium,4.418518408,0.46251529,25.97094021,3.245068284,Good,NW,August
01/03/2020 20:13,33.91231319,4.325643687,141134.6641,43.29391514,Medium,,0.431552429,17.33323408,8.853389345,Good,,March
29/05/2020 22:53,6.51393798,-0.990418035,117499.5638,27.19801253,Medium,,0.315357283,25.98106084,6.030294568,Good,SW,May
15/06/2020 17:53,5.58092638,-0.686706468,117735.8546,27.20923785,Low,2.117041444,0.437205545,27.69017644,5.020827628,Good,SW,June
08/12/2019 09:33,21.68042716,,120990.9757,36.6570628,Low,,0.445461993,26.43434247,7.26163474,Good,NW,December
17/05/2020 07:33,2.2379033,1.153280068,110616.6031,20.3875794,Medium,4.476895198,0.490979801,26.7839439,4.254372044,Good,SW,May
10/02/2020 06:33,4.87785668,-0.235446416,112272.1836,24.50858206,Medium,4.683474316,0.32761532,8.23885477,5.3842198,Good,,February
22/05/2020 20:43,8.3688552,-1.156839347,121230.9312,27.48735127,Medium,4.352818318,0.421233858,31.59954161,5.592864855,Good,,May
25/04/2020 08:53,7.57831741,-0.985095559,121203.2668,22.84744755,Medium,5.842068603,0.440777379,31.75340485,5.98626979,Good,SW,April
24/06/2020 01:33,19.00988266,-1.115534655,372658.32,29.38980122,Medium,3.329384301,0.4094882,25.26930247,7.493047058,Good,NW,June
25/06/2020 02:33,22.62673064,-1.184092229,224368.9508,28.1375575,Low,6.61023128,0.372881631,24.09308164,8.001157489,Good,NW,June
12/09/2020 08:33,10.26530389,,144754.2862,34.3746853,Medium,3.796085813,0.4737489,27.16104533,5.800026142,Good,SW,September
02/01/2020 01:33,37.95055293,7.812879478,146436.1419,45.50877137,Low,2.322646264,0.412157629,26.22154111,10.42825433,Good,SE,January
24/06/2020 02:23,12.7702145,-1.369740472,123099.0065,25.67114778,Medium,3.397056932,0.418507974,27.31254904,6.299215621,Good,SW,June
20/08/2020 07:03,25.96006649,-0.50619882,83484.17681,28.82285711,Low,2.115996371,0.3192576,19.55709828,4.967910906,Optimised,SW,August
31/07/2020 06:03,2.20739957,1.251567673,410525.164,27.23988255,Medium,,0.359189606,27.21225548,4.010399828,Good,NW,July
21/08/2020 02:33,23.59619812,-1.194241944,177028.6971,32.93120172,Low,2.356518956,0.387689208,,6.183483222,Optimised,SW,August
10/07/2020 02:43,27.38292608,,,24.88519973,Medium,2.875838692,0.321738445,18.31828149,8.238134615,Good,,July
13/01/2020 21:43,3.1099437,,115204.962,28.71387107,Medium,4.926954074,0.434352192,20.84585363,3.945299781,Good,SE,January
21/02/2020 19:23,37.91417829,8.927215233,143443.8059,41.9202,Low,,0.339034905,24.27368137,10.74565954,Good,,February
17/07/2020 08:03,6.37267834,-0.816362989,116498.0641,22.46011373,Medium,4.734819502,0.470991018,27.054508,5.478215695,Good,SW,July
14/08/2020 06:53,35.33134433,6.871475734,379094.8706,28.86265831,Low,3.169694149,0.419404466,27.4668798,9.505649322,Good,SW,August
17/04/2020 13:43,7.1298453,-0.003581791,281738.062,30.80398199,Medium,,0.382781418,26.27162307,4.83021982,Good,SE,April
12/02/2020 01:53,7.08306155,-1.225064535,362906.7964,24.70789127,Low,4.297420798,0.366323697,35.19818632,5.749970406,Good,NE,February
28/02/2020 05:13,74.75363726,7.139659705,80587.49654,37.7477244,Low,2.11541539,0.397342884,32.08701289,9.631039285,Optimised,,February
25/05/2020 01:23,14.32477132,-0.769708727,114631.4738,27.30661519,Medium,4.083824615,0.449609679,,6.756278711,Good,SW,May
01/05/2020 05:13,0.17164329,,117491.2387,31.9885617,Medium,4.582685855,0.462946562,44.23591806,3.19285987,Good,SE,May
