recordedOn,power,bladeAngle,airPressure,airTemp,cloudLevel,bladeLength,bladeWidth,height,windSpeed,status,windDirection,month
24/12/2019 14:53,74.51756963,6.76703756,81499.07975,41.48230601,Low,4.357276109,0.322331269,24.14197343,10.08072928,Optimised,SW,December
16/07/2020 09:33,3.50155,0.165487315,111771.9439,23.3459057,Low,4.446234211,0.3286315,24.73624373,4.591594233,Good,SW,July
11/05/2020 07:53,0.11824468,43.93494269,472947.3232,26.27585995,Medium,6.803928745,0.358670869,25.99886006,2.657023382,Good,NW,May
06/08/2020 12:53,8.85949796,-1.008903738,117613.1182,22.87713988,Low,3.915895353,0.300948607,27.43070357,5.669244244,Good,SW,August
26/06/2020 08:33,6.30669352,-0.659445526,117949.3986,22.48283483,Low,3.708358966,0.378687864,26.4392957,5.18505482,Good,NW,June
23/07/2020 02:13,23.02800509,-1.20176663,333666.7458,35.18056333,Low,4.321420854,0.430593607,24.94985478,7.658805183,Good,NW,July
19/02/2020 08:43,8.6027769,-1.089146257,117389.8617,34.02140787,Medium,4.643552266,0.490480492,11.96682638,5.856154825,Good,SE,February
18/07/2020 07:13,3.41127271,0.206682868,112300.0267,24.88462903,Low,3.642849731,0.354386215,27.45104864,4.784205053,Good,NW,July
03/06/2020 09:33,0,89.12900871,106396.7976,15.19607217,Medium,4.10230336,0.399717778,24.95598503,2.706199865,Good,NW,June
05/03/2020 03:13,35.26108003,6.665778085,136945.0463,31.95299542,Low,8.117240736,0.491325698,25.19400916,9.942543031,Good,SE,March
13/05/2020 18:33,2.22742428,1.15290711,590942.894,31.68644862,Medium,5.566498243,0.464540608,13.60851336,3.887133133,Good,NW,May
29/06/2020 06:43,6.80940505,72.3493242,121321.853,27.70386351,Medium,2.350867803,0.362222277,21.13882035,5.465399865,Good,SW,June
27/08/2020 10:23,1.14595314,1.849192877,109618.6248,34.49334333,Low,4.883066184,0.485571957,18.96847057,3.127716556,Good,SW,August
18/07/2020 06:23,7.92410919,-1.122066945,113800.9683,23.14648971,Low,2.892405804,0.445233821,25.92855951,5.890589374,Good,NW,July
30/04/2020 02:43,0.41011337,1.748890457,670728.0821,37.29523338,Low,2.447955034,0.419458261,25.09024711,3.312488728,Good,NW,April
13/07/2020 04:03,17.26276604,-1.099272291,424855.4247,23.80569101,Low,7.685237057,0.428975736,24.30117633,7.349510232,Good,SW,July
14/09/2020 08:43,0.11897321,37.66207028,109980.1302,28.81082124,Medium,3.584874357,0.357330452,27.46828152,2.669927639,Good,NW,September
25/01/2020 04:53,22.77462792,-1.314655482,125558.7307,25.60392057,Low,6.234185757,0.494569561,26.20843725,8.534105341,Good,SW,January
12/07/2020 02:43,13.47815202,-1.154124656,658480.5532,27.25967913,Medium,2.632971757,0.369279841,45.12424347,6.607120895,Good,NW,July
03/02/2020 13:03,39.59787262,6.178317293,142643.3396,40.52226585,Low,2.276315429,0.489524466,27.91032273,9.344341642,Good,NE,February
12/06/2020 05:23,6.60072944,-0.872978016,531494.935,19.06015633,Medium,4.739802547,0.37153311,26.45042026,5.334610363,Good,SW,June
01/02/2020 05:03,30.49014729,3.985541445,362919.504,32.43967028,Medium,2.449148017,0.427661542,24.82475131,9.8845875,Good,SE,February
14/06/2020 11:33,5.48301012,-0.534354168,115036.7204,24.21855291,Low,2.242421598,0.372502371,24.53287607,4.627162958,Good,SW,June
06/07/2020 06:23,4.57864278,-0.28074827,115867.3996,21.19104207,Low,6.0085299,0.341835969,25.45046946,4.9240219,Good,NW,July
20/07/2020 07:03,0.04087166,20.28960568,117119.4554,23.31848392,Low,3.134171292,0.346695168,26.60777446,3.037774881,Good,NE,July
12/06/2020 05:13,6.32407435,-73.67545147,116898.5682,20.2449677,Low,2.370895516,0.444701944,44.50997626,5.387834795,Good,SW,June
19/02/2020 22:03,0.15772638,23.66311658,115353.9625,36.5743566,Medium,4.720702087,0.397446493,26.8412117,2.80158492,Good,SE,February
30/06/2020 08:13,7.633297,-0.902045456,118364.8616,21.09480308,Medium,4.885465712,0.413616201,25.46704769,5.513587994,Good,SW,June
16/09/2020 07:23,5.90427642,-0.468759979,114632.026,32.21152718,Medium,4.258421148,0.319806531,16.02605916,4.938405095,Good,SW,September
20/08/2020 01:03,4.80771558,0.009290335,324574.2072,31.89495515,Low,3.02207546,0.314906723,26.19628441,4.567160983,Good,NW,August
19/05/2020 07:03,3.78958319,0.062279081,113579.3236,21.00468855,Medium,4.578774897,0.418966733,27.40804185,4.919094244,Good,SW,May
15/06/2020 17:53,5.58092638,-0.686706468,117735.8546,27.20923785,Low,2.117041444,0.437205545,27.69017644,5.020827628,Good,SW,June
17/05/2020 07:33,2.2379033,1.153280068,110616.6031,20.3875794,Medium,4.476895198,0.490979801,26.7839439,4.254372044,Good,SW,May
25/04/2020 08:53,7.57831741,-0.985095559,121203.2668,22.84744755,Medium,5.842068603,0.440777379,31.75340485,5.98626979,Good,SW,April
24/06/2020 01:33,19.00988266,-1.115534655,372658.32,29.38980122,Medium,3.329384301,0.4094882,25.26930247,7.493047058,Good,NW,June
25/06/2020 02:33,22.62673064,-1.184092229,224368.9508,28.1375575,Low,6.61023128,0.372881631,24.09308164,8.001157489,Good,NW,June
02/01/2020 01:33,37.95055293,7.812879478,146436.1419,45.50877137,Low,2.322646264,0.412157629,26.22154111,10.42825433,Good,SE,January
24/06/2020 02:23,12.7702145,-1.369740472,123099.0065,25.67114778,Medium,3.397056932,0.418507974,27.31254904,6.299215621,Good,SW,June
20/08/2020 07:03,25.96006649,-0.50619882,83484.17681,28.82285711,Low,2.115996371,0.3192576,19.55709828,4.967910906,Optimised,SW,August
17/07/2020 08:03,6.37267834,-0.816362989,116498.0641,22.46011373,Medium,4.734819502,0.470991018,27.054508,5.478215695,Good,SW,July
14/08/2020 06:53,35.33134433,6.871475734,379094.8706,28.86265831,Low,3.169694149,0.419404466,27.4668798,9.505649322,Good,SW,August
12/02/2020 01:53,7.08306155,-1.225064535,362906.7964,24.70789127,Low,4.297420798,0.366323697,35.19818632,5.749970406,Good,NE,February
16/07/2020 23:13,19.29638462,-1.037584152,454087.0722,32.89270855,Medium,4.425697067,0.472454787,26.89364251,7.457114655,Good,SW,July
01/01/2020 06:03,19.64951689,-1.313874439,119190.9961,37.33124074,Low,4.250801385,0.472150818,44.08264607,7.676358541,Good,SE,January
07/07/2020 05:53,0.09451769,47.45447166,108684.27,22.27804391,Low,7.352596163,0.399019804,24.91569881,2.35330545,Good,NW,July
16/07/2020 11:03,8.62039343,-1.04221215,118068.6739,22.92751719,Medium,7.068517794,0.311269147,25.75350759,5.583378774,Good,SW,July
07/01/2020 06:33,24.79855492,-1.261700726,129130.795,36.37756983,Low,4.273515203,0.30997341,25.32512848,7.683784685,Good,SE,January
23/06/2020 17:13,19.22311737,-1.252392865,472159.1696,24.14349169,Low,2.24039482,0.335596345,25.16808771,7.072768211,Good,SW,June
16/07/2020 06:03,8.82257515,-1.177796055,283344.4091,22.60566352,Low,2.29928927,0.319677277,26.42451843,6.137715711,Good,NW,July
16/06/2020 13:03,6.66645853,-0.633267403,118673.2926,21.86263249,Medium,4.717489275,0.358264297,27.60382388,4.951026168,Good,NW,June
21/02/2020 21:53,32.30878844,1.37096655,142646.4875,43.97761304,Medium,4.841987337,0.453130484,18.14559894,8.63206933,Good,SE,February
16/08/2020 22:53,30.93304589,2.065527137,133744.0981,34.71364928,Medium,2.318008303,0.392598858,26.08929287,8.97039935,Good,SW,August
19/07/2020 11:43,3.66037836,0.226615052,110691.9784,27.14646373,Medium,4.621919787,0.336157098,35.35701234,4.059752411,Good,NW,July
30/05/2020 03:33,5.21053317,-0.490109246,114315.9511,26.29121825,Medium,4.87784352,0.482965239,41.15459555,4.988968263,Good,SW,May
10/06/2020 09:43,3.81438204,-0.026025519,111970.2128,21.11131875,Low,3.062195403,0.307666357,24.90390356,4.442860933,Good,SW,June
03/05/2020 04:23,0.11086443,88.2945422,510314.13,31.14199305,Low,2.675251262,0.211985554,22.10272577,1.346489437,Good,NW,May
21/06/2020 00:53,9.38252223,-1.248311239,114468.9206,25.3192689,Medium,4.284638407,0.323109873,25.18491536,5.942752526,Good,NW,June
04/04/2020 20:23,0.31452252,4.959345361,108691.8313,31.71803784,Low,4.383125503,0.45175476,35.64083122,3.14505987,Good,SE,April
22/07/2020 08:13,2.05430692,1.48208326,110415.8033,28.11525293,Medium,4.872983003,0.453820231,11.94415609,3.575219865,Good,NE,July
22/07/2020 13:03,46.72281566,-0.289347397,83248.23348,29.79538867,Medium,2.409673156,0.458288122,27.10353361,4.823649767,Optimised,SE,July
02/06/2020 05:33,0,98.29172574,103529.0871,12.34840222,Low,2.357419014,0.360398334,3.26246625,4.420589845,Good,NW,June
04/01/2020 19:43,39.66324574,-1.41107711,81832.27286,42.80094587,Medium,4.008373104,0.481095589,26.21602735,6.648184795,Optimised,NE,January
12/05/2020 22:43,23.46539489,-1.191305016,681756.9979,32.99373436,Low,3.722578752,0.415030049,27.48496547,8.003027311,Good,SW,May
31/05/2020 20:53,0.11219103,96.83018113,521640.2791,17.27848774,Low,2.409013801,0.255463668,38.60907791,1.379389955,Good,SE,May
09/12/2019 03:53,29.45638473,10.58960098,128667.1036,47.34413794,Medium,6.396073052,0.45532455,14.93946921,11.5150644,Good,SE,December
15/05/2020 07:53,2.8326188,0.560341838,108920.4641,26.48344188,Low,2.181592678,0.418927382,24.17149086,4.280862989,Good,SW,May
13/05/2020 16:13,5.34317136,-0.475347155,111184.9977,27.42697474,Medium,2.615902996,0.407032332,24.0191994,4.849357732,Good,SW,May
07/08/2020 06:13,1.85089859,1.41602966,112734.393,26.40118402,Medium,3.862199698,0.382597994,16.78662898,4.173976341,Good,NW,August
09/08/2020 21:33,20.47459848,-1.099540186,127388.7833,38.99379931,Low,4.584330997,0.413114766,24.65724651,7.882258288,Good,NW,August
21/03/2020 08:23,0.12261643,99.74342273,110337.2878,31.55329356,Extremely Low,2.360318234,0.263150064,20.03392541,1.495874937,Good,NE,March
21/08/2020 06:23,4.76746799,-0.255970053,114215.7846,28.34619889,Low,4.862292218,0.326027914,26.0270429,4.951568688,Good,SW,August
17/03/2020 20:23,11.85984145,-0.216385849,116845.0037,32.60150886,Low,2.683541115,0.401875531,14.1371407,5.836204665,Good,NW,March
02/01/2020 09:03,30.65944881,2.920216228,122966.7551,26.36888674,Medium,2.800935798,0.344741317,24.31594527,8.655105756,Good,SE,January
16/11/2019 23:23,68.59241559,3.316424241,82772.81776,44.85768788,Low,2.522911584,0.468692318,24.48451612,3.23670485,Optimised,NE,November
11/07/2020 05:03,8.1606419,-1.09187378,121299.336,25.96318667,Low,4.237143936,0.48618849,26.92824889,5.56949486,Good,NW,July
04/06/2020 04:53,0,98.83783008,107285.6257,15.80402871,Medium,6.300969745,0.410577281,25.38039594,4.341762288,Good,NW,June
28/05/2020 10:53,7.02204958,-0.712537274,113981.2019,21.84250382,Low,4.940783265,0.414228906,24.70995247,5.45851979,Good,SW,May
28/06/2020 09:03,0.09420533,43.48291218,114393.7395,26.16182432,Low,6.109673927,0.494050441,24.8434812,2.98436986,Good,NW,June
28/05/2020 11:03,6.95082018,-0.781780173,111733.3854,22.62525009,Low,3.779564324,0.387165145,37.62016307,5.053037338,Good,SW,May
05/08/2020 00:33,34.7278133,-0.563303327,136382.9171,32.40589467,Low,4.425510521,0.431702159,25.3483368,9.034125589,Good,SW,August
21/02/2020 08:23,18.65608615,-1.005933288,305390.3375,35.27283786,Medium,3.08584845,0.405263532,47.49667676,7.096814695,Good,SE,February
14/05/2020 02:53,1.77982404,1.763823948,114751.8543,26.19834348,Low,4.840692984,0.352897362,27.32847397,3.867499855,Good,NW,May
11/06/2020 05:03,0.14361721,1.129050389,381887.5787,21.8786757,Medium,2.025059605,0.31928382,25.27133702,2.985927667,Good,NW,June
08/01/2020 01:23,26.95147921,-1.144365086,129246.9438,37.97212426,Medium,3.152589136,0.383989556,24.73481403,7.439599585,Good,SE,January
11/07/2020 22:33,25.95551871,-0.770025154,130660.2247,28.78330009,Medium,4.882268701,0.424986098,27.21912743,8.664294274,Good,SW,July
13/05/2020 22:13,10.18299829,-1.252297794,120091.153,26.61190035,Medium,3.098612221,0.348884448,27.71705335,5.906641926,Good,SW,May
28/04/2020 05:23,64.25231422,21.3373156,83036.79354,30.7789694,Low,4.332921255,0.36109512,25.05094058,2.749711,Optimised,SW,April
02/06/2020 18:13,0,96.10487547,107631.0695,17.76806849,Medium,2.591553399,0.39909057,37.04547323,5.585220932,Good,NW,June
09/05/2020 11:23,0.12480875,14.0600513,112444.8103,24.16928727,Medium,2.309622869,0.362649951,20.18707677,3.12527765,Good,SW,May
13/07/2020 20:33,22.34779044,-1.119260572,334828.8646,31.40355645,Medium,2.532564847,0.487293105,27.99560137,7.026694616,Good,SW,July
01/08/2020 09:23,0.08746798,87.59476635,116052.8741,21.56541007,Low,3.810266734,0.380829211,26.38245936,3.812399806,Good,NW,August
04/08/2020 05:03,5.50358775,-0.797592847,119275.8706,28.33580429,Low,4.203323676,0.337497736,26.60839553,5.321439825,Good,NW,August
17/04/2020 05:13,1.13052729,1.884192644,117140.7601,26.44139156,Medium,3.189402836,0.305754775,26.2955654,4.014835135,Good,SE,April
23/02/2020 06:43,11.84549644,-74.34272372,114844.6211,26.06392039,Low,4.732760339,0.459471217,5.52857692,6.190099776,Good,NE,February
10/11/2019 10:43,31.18833886,-1.134685936,82711.87401,39.38451069,Medium,3.611346641,0.479308028,24.43167004,5.522904785,Optimised,SE,November
08/07/2020 22:53,29.64674078,1.189059823,138025.803,35.15854527,Medium,4.866102727,0.486700576,27.57349913,9.020473011,Good,SW,July
09/06/2020 00:03,8.86782922,-1.076858391,119743.981,24.80284745,Medium,2.087257954,0.447879332,26.00501,5.704946882,Good,SW,June
03/07/2020 07:13,0.89638523,1.810931869,115561.2551,22.74253813,Medium,3.880358125,0.359446134,24.96666338,3.795199879,Good,SW,July
02/06/2020 05:43,0,99.09086016,107227.6884,13.20990129,Medium,2.176638519,0.312722561,27.92007261,4.273568575,Good,NW,June
21/05/2020 06:33,13.47643387,-1.128093428,366611.3255,24.78209873,Low,4.983704316,0.477767759,5.825666246,6.633783128,Good,SE,May
03/09/2020 04:33,5.26015072,-0.421862586,119998.3015,34.25125856,Low,4.839741687,0.423048241,39.300499,5.084289311,Good,SW,September
08/05/2020 23:43,0.95079345,-69.77094909,97583.19871,25.81234361,Low,8.014095233,0.326967378,42.23881186,3.320383167,Good,NW,May
19/07/2020 10:53,0.09925407,87.11579502,109829.92,22.23426307,Low,3.326514591,0.425974361,26.99310778,2.429620926,Good,NE,July
24/05/2020 21:53,9.45800679,-0.87179583,350442.4508,24.02357501,Low,2.485002499,0.467837413,25.26981443,5.751294621,Good,SW,May
18/07/2020 10:03,0.11036495,34.04353536,383247.1522,22.71147824,Low,2.005099218,0.446958913,36.07594967,2.457310405,Good,NW,July
19/05/2020 03:23,8.79940301,-1.222876942,119130.3953,25.49698609,Medium,2.900910119,0.361512144,27.65482508,6.401594278,Good,SW,May
14/09/2020 23:53,13.39985283,-1.266185817,116068.144,38.38426362,Low,3.077015432,0.494543496,48.43929175,6.5776721,Good,SW,September
16/06/2020 06:53,6.4695209,-0.839144659,120056.0112,19.48464143,Medium,4.942080566,0.387255259,13.05594793,5.210815626,Good,NW,June
25/01/2020 14:23,37.24835912,13.37427874,608440.1434,36.7349539,Medium,2.936856551,0.404900324,31.51787057,12.84144958,Good,SW,January
12/01/2020 06:03,0.11826757,36.01021014,107919.9783,28.58167799,Low,2.785678448,0.255699867,16.46179846,1.976374885,Good,NE,January
22/02/2020 00:53,39.30239917,7.472365645,133284.9088,42.27745101,Medium,2.086811007,0.384604703,14.80806632,10.21828435,Good,SE,February
06/06/2020 03:13,10.02430157,-1.147267164,119670.0606,22.25100388,Medium,2.992189378,0.465111949,37.4781268,6.153578737,Good,NW,June
09/05/2020 02:43,0.09875483,89.18353842,113925.3953,24.62338825,Extremely Low,5.146966747,0.286331316,20.5650886,1.383758771,Good,NE,May
07/04/2020 06:33,0.08460498,37.61918906,114665.5064,31.86493568,Extremely Low,2.665483,0.206117346,22.35754778,1.923634885,Good,NW,April
11/07/2020 01:13,15.22475829,-1.111615878,124660.9706,27.03618358,Medium,4.01046847,0.452001413,24.29667065,6.56962205,Good,SW,July
20/08/2020 11:33,3.3423614,0.26171136,120552.7288,26.75643518,Medium,8.82501172,0.464596306,30.7352991,4.460222028,Good,NW,August
21/07/2020 09:03,0.09772964,37.56083251,112822.2019,23.87847162,Medium,3.939415859,0.415322418,24.88241684,3.360722078,Good,NW,July
30/05/2020 20:13,0.12160113,104.8808202,105260.0424,17.54293768,Low,3.718568562,0.49349359,25.3025495,5.029426513,Good,SW,May
09/05/2020 09:03,0.10395309,104.648366,112011.5359,18.88907118,Low,2.182040091,0.481906325,13.81275491,2.389389405,Good,SW,May
19/05/2020 02:13,7.02923739,-1.099298799,114707.2317,25.94054415,Medium,2.74297646,0.490113544,25.69797977,5.7020367,Good,SW,May
22/09/2020 00:13,22.41555946,-0.903647631,130240.3602,48.53293931,Medium,3.927809865,0.349103289,24.04607905,7.688455294,Good,NW,September
03/06/2020 21:03,0,102.4437574,107424.5287,17.64318912,Low,3.371341562,0.463578216,27.72853772,5.43934478,Good,NW,June
17/08/2020 06:33,4.30707346,-0.407343709,118821.7408,25.4108435,Low,3.181961543,0.442315288,18.95059654,4.899562905,Good,SW,August
31/08/2020 02:33,12.0628636,-1.134523119,114781.0146,31.1624115,Medium,4.146521342,0.304073818,24.60525421,6.282020874,Good,SW,August
04/06/2020 08:03,0,95.39122137,103451.0723,14.98911955,Medium,3.315837632,0.391649261,25.90183251,4.052944261,Good,SW,June
20/06/2020 00:03,29.4336206,-1.312842174,128141.4894,30.19247277,Medium,4.70532885,0.384556983,24.45638751,8.100988389,Good,SW,June
05/08/2020 10:13,13.45214216,-1.144363956,120621.316,22.93115175,Medium,3.866739803,0.366960832,31.40378695,6.135057721,Good,NW,August
27/03/2020 18:33,0.11073338,41.5159243,111006.5502,31.73124382,Medium,2.764225129,0.403284909,27.67732421,2.99921985,Good,SE,March
13/07/2020 05:13,10.46266362,-1.13820102,119903.088,26.91686399,Medium,2.958314086,0.43978879,4.863795718,6.241605053,Good,NW,July
09/02/2020 17:23,1.14686327,1.815549436,114106.4762,25.23821344,Low,2.878630802,0.390643791,25.81374713,3.38354987,Good,SE,February
21/05/2020 09:23,5.78078474,-0.365025977,538359.5007,22.67363333,Medium,2.522682274,0.467027283,26.699391,4.817531305,Good,SW,May
17/06/2020 00:03,13.86827497,-1.089777426,294885.4662,22.70213628,Low,3.503977346,0.378283787,24.07463828,6.7181943,Good,SW,June
02/02/2020 11:43,33.456381,12.18618734,135024.8421,32.05184523,Medium,3.15683524,0.347950345,27.04712256,12.76688275,Good,SW,February
16/05/2020 10:53,11.76842913,-1.204389967,120475.0511,24.52843489,Medium,2.589473231,0.489241578,48.24574033,5.877710933,Good,SW,May
18/07/2020 08:53,0.11996766,16.12929408,112862.375,24.20491021,Medium,3.003328715,0.361243307,25.09864998,3.088373537,Good,NW,July
22/12/2019 08:33,34.6319084,4.303050996,140448.5403,38.54016853,Medium,4.932689625,0.382000362,26.26854438,8.996759465,Good,SW,December
18/08/2020 03:43,4.17795942,-0.216552253,474173.1629,29.33500644,Low,3.978189419,0.326987913,37.02296585,4.692931363,Good,NW,August
19/05/2020 07:13,6.86487596,-1.025849683,116925.5378,24.3378182,Medium,4.258968323,0.379544393,4.61544043,5.630094563,Good,SW,May
14/06/2020 02:23,7.13903046,-1.051379456,120505.4348,24.4663354,Low,5.375516798,0.365069062,27.67681829,5.738036726,Good,NW,June
21/03/2020 19:23,6.73425121,-0.960744542,110961.0301,29.60077259,Low,4.919392773,0.357531476,18.38832478,5.088393912,Good,SW,March
30/05/2020 07:23,1.647054,1.844709953,109033.004,25.71972513,Low,2.092085249,0.421431925,37.72787539,4.13781984,Good,SW,May
04/09/2020 06:23,1.82052227,1.560257753,115778.4787,32.61676604,Low,6.142719974,0.447900723,26.49734737,3.90472205,Good,SW,September
08/09/2020 04:13,13.99168001,-1.058607836,118912.885,34.28457141,Medium,2.532058722,0.478058344,48.34693835,6.3844104,Good,NW,September
18/08/2020 00:53,11.90633772,-1.225195222,230101.2861,30.31675483,Medium,4.193962135,0.487699282,25.58238954,6.563888683,Good,NW,August
24/05/2020 10:03,3.33490933,0.222649496,112209.7151,23.56469767,Low,3.148682015,0.456554469,27.07068231,4.308593929,Good,SW,May
23/05/2020 08:53,4.08801406,-0.049678275,110535.5853,26.56318466,Medium,2.158300444,0.361878327,26.79100839,4.332431368,Good,SW,May
24/11/2019 23:23,2.96749674,0.620666503,113840.5717,30.74932756,Low,3.646447086,0.448935684,27.00592678,3.696570459,Good,SE,November
08/02/2020 20:03,17.92169904,-1.128910185,517963.7522,37.77009582,Medium,4.053922863,0.326741677,23.366241,6.44362984,Good,NE,February
05/08/2020 02:33,16.5922352,-1.091528115,119993.0128,29.27511572,Medium,3.13376228,0.422918554,26.8166772,7.472568089,Good,NW,August
15/11/2019 21:13,38.6667808,-0.444601085,612922.1186,39.35617587,Medium,4.11467215,0.373824032,24.88530246,4.774305356,Optimised,SW,November
17/05/2020 02:23,9.56743597,-1.28157362,117979.4563,27.43178142,Low,2.000096809,0.420712204,26.0567005,6.220733139,Good,SW,May
