Armenia,2009,Total,Female,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2010,75887.0
Armenia,2009,Total,Female,YEREVAN,Estimate - de jure,"Final figure, complete",2010,594239.0
Armenia,2008,Total,Male,Vanadzoz (Kirovakan),Estimate - de jure,"Final figure, complete",2009,50030.0
Armenia,2008,Total,Male,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2009,70256.0
Armenia,2008,Total,Male,YEREVAN,Estimate - de jure,"Final figure, complete",2009,518551.0
Armenia,2008,Total,Female,Vanadzoz (Kirovakan),Estimate - de jure,"Final figure, complete",2009,54856.0
Armenia,2008,Total,Female,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2009,76448.0
Armenia,2008,Total,Female,YEREVAN,Estimate - de jure,"Final figure, complete",2009,591029.0
Armenia,2007,Total,Male,Vanadzoz (Kirovakan),Estimate - de jure,"Final figure, complete",2008,50052.0
Armenia,2007,Total,Male,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2008,70384.0
Armenia,2007,Total,Male,YEREVAN,Estimate - de jure,"Final figure, complete",2008,516769.0
Armenia,2007,Total,Female,Vanadzoz (Kirovakan),Estimate - de jure,"Final figure, complete",2008,55048.0
Armenia,2007,Total,Female,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2008,76966.0
Armenia,2007,Total,Female,YEREVAN,Estimate - de jure,"Final figure, complete",2008,589614.0
Armenia,2006,Total,Male,Vanadzoz (Kirovakan),Estimate - de jure,"Final figure, complete",2007,50011.0
Armenia,2006,Total,Male,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2007,70542.0
Armenia,2006,Total,Male,YEREVAN,Estimate - de jure,"Final figure, complete",2007,515699.0
Armenia,2006,Total,Female,Vanadzoz (Kirovakan),Estimate - de jure,"Final figure, complete",2007,55289.0
Armenia,2006,Total,Female,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2007,77458.0
Armenia,2006,Total,Female,YEREVAN,Estimate - de jure,"Final figure, complete",2007,588699.0
Armenia,2004,Total,Male,Vanadzoz (Kirovakan),Estimate - de jure,"Final figure, complete",2005,49900.0
Armenia,2004,Total,Male,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2005,70700.0
Armenia,2004,Total,Male,YEREVAN,Estimate - de jure,"Final figure, complete",2005,514398.0
Armenia,2004,Total,Female,Vanadzoz (Kirovakan),Estimate - de jure,"Final figure, complete",2005,56000.0
Armenia,2004,Total,Female,Gyumri (Leninakan),Estimate - de jure,"Final figure, complete",2005,78500.0
Armenia,2004,Total,Female,YEREVAN,Estimate - de jure,"Final figure, complete",2005,588029.0
Armenia,2001,Total,Male,Vanadzoz (Kirovakan),Census - de jure - complete tabulation,"Final figure, complete",2009,50284.0
Armenia,2001,Total,Male,Gyumri (Leninakan),Census - de jure - complete tabulation,"Final figure, complete",2009,70846.0
Armenia,2001,Total,Male,YEREVAN,Census - de jure - complete tabulation,"Final figure, complete",2009,513546.0
Armenia,2001,Total,Female,Vanadzoz (Kirovakan),Census - de jure - complete tabulation,"Final figure, complete",2009,57110.0
Armenia,2001,Total,Female,Gyumri (Leninakan),Census - de jure - complete tabulation,"Final figure, complete",2009,80071.0
Armenia,2001,Total,Female,YEREVAN,Census - de jure - complete tabulation,"Final figure, complete",2009,589942.0
Aruba,2010,Total,Male,ORANJESTAD,Census - de jure - complete tabulation,"Final figure, complete",2012,13139.0
Aruba,2010,Total,Female,ORANJESTAD,Census - de jure - complete tabulation,"Final figure, complete",2012,15156.0
Aruba,1991,Total,Male,ORANJESTAD,Census - de jure - complete tabulation,"Final figure, complete",2002,9441.0
Aruba,1991,Total,Female,ORANJESTAD,Census - de jure - complete tabulation,"Final figure, complete",2002,10604.0
Australia,2012,Total,Male,Adelaide,Estimate - de jure,"Final figure, complete",2014,614513.0
Australia,2012,Total,Male,Brisbane,Estimate - de jure,"Final figure, complete",2014,1043596.0
Australia,2012,Total,Male,Cairns,Estimate - de jure,"Final figure, complete",2014,70542.0
Australia,2012,Total,Male,Canberra-Queanbeyan,Estimate - de jure,"Final figure, complete",2014,205316.0
Australia,2012,Total,Male,Central Coast,Estimate - de jure,"Final figure, complete",2014,154157.0
Australia,2012,Total,Male,Darwin,Estimate - de jure,"Final figure, complete",2014,60798.0
Australia,2012,Total,Male,Geelong,Estimate - de jure,"Final figure, complete",2014,88796.0
Australia,2012,Total,Male,Gold Coast-Tweed Heads,Estimate - de jure,"Final figure, complete",2014,290597.0
Australia,2012,Total,Male,Greater Adelaide,Estimate - de jure,"Final figure, complete",2014,628449.0
Australia,2012,Total,Male,Greater Brisbane,Estimate - de jure,"Final figure, complete",2014,1090482.0
Australia,2012,Total,Male,Greater Darwin,Estimate - de jure,"Final figure, complete",2014,69000.0
Australia,2012,Total,Male,Greater Hobart,Estimate - de jure,"Final figure, complete",2014,107343.0
Australia,2012,Total,Male,Greater Melbourne,Estimate - de jure,"Final figure, complete",2014,2098009.0
Australia,2012,Total,Male,Greater Perth,Estimate - de jure,"Final figure, complete",2014,949588.0
Australia,2012,Total,Male,Greater Sydney,Estimate - de jure,"Final figure, complete",2014,2316731.0
Australia,2012,Total,Male,Hobart,Estimate - de jure,"Final figure, complete",2014,101483.0
Australia,2012,Total,Male,Melbourne,Estimate - de jure,"Final figure, complete",2014,2017615.0
Australia,2012,Total,Male,Newcastle-Maitland,Estimate - de jure,"Final figure, complete",2014,208652.0
Australia,2012,Total,Male,Perth,Estimate - de jure,"Final figure, complete",2014,915991.0
Australia,2012,Total,Male,Sunshine Coast,Estimate - de jure,"Final figure, complete",2014,139412.0
Australia,2012,Total,Male,Sydney,Estimate - de jure,"Final figure, complete",2014,2131328.0
Australia,2012,Total,Male,Toowoomba,Estimate - de jure,"Final figure, complete",2014,53632.0
Australia,2012,Total,Male,Townsville,Estimate - de jure,"Final figure, complete",2014,85994.0
Australia,2012,Total,Male,Wollongong,Estimate - de jure,"Final figure, complete",2014,141201.0
Australia,2012,Total,Female,Adelaide,Estimate - de jure,"Final figure, complete",2014,636282.0
Australia,2012,Total,Female,Brisbane,Estimate - de jure,"Final figure, complete",2014,1055732.0
Australia,2012,Total,Female,Cairns,Estimate - de jure,"Final figure, complete",2014,71582.0
Australia,2012,Total,Female,Canberra-Queanbeyan,Estimate - de jure,"Final figure, complete",2014,206733.0
Australia,2012,Total,Female,Central Coast,Estimate - de jure,"Final figure, complete",2014,163360.0
Australia,2012,Total,Female,Darwin,Estimate - de jure,"Final figure, complete",2014,55417.0
Australia,2012,Total,Female,Geelong,Estimate - de jure,"Final figure, complete",2014,90893.0
Australia,2012,Total,Female,Gold Coast-Tweed Heads,Estimate - de jure,"Final figure, complete",2014,301792.0
Australia,2012,Total,Female,Greater Adelaide,Estimate - de jure,"Final figure, complete",2014,649983.0
Australia,2012,Total,Female,Greater Brisbane,Estimate - de jure,"Final figure, complete",2014,1101583.0
Australia,2012,Total,Female,Greater Darwin,Estimate - de jure,"Final figure, complete",2014,62938.0
Australia,2012,Total,Female,Greater Hobart,Estimate - de jure,"Final figure, complete",2014,109638.0
Australia,2012,Total,Female,Greater Melbourne,Estimate - de jure,"Final figure, complete",2014,2150335.0
Australia,2012,Total,Female,Greater Perth,Estimate - de jure,"Final figure, complete",2014,950411.0
Australia,2012,Total,Female,Greater Sydney,Estimate - de jure,"Final figure, complete",2014,2355888.0
Australia,2012,Total,Female,Hobart,Estimate - de jure,"Final figure, complete",2014,104074.0
Australia,2012,Total,Female,Melbourne,Estimate - de jure,"Final figure, complete",2014,2069119.0
Australia,2012,Total,Female,Newcastle-Maitland,Estimate - de jure,"Final figure, complete",2014,212198.0
Australia,2012,Total,Female,Perth,Estimate - de jure,"Final figure, complete",2014,918193.0
Australia,2012,Total,Female,Sunshine Coast,Estimate - de jure,"Final figure, complete",2014,147085.0
Australia,2012,Total,Female,Sydney,Estimate - de jure,"Final figure, complete",2014,2162088.0
Australia,2012,Total,Female,Toowoomba,Estimate - de jure,"Final figure, complete",2014,57223.0
Australia,2012,Total,Female,Townsville,Estimate - de jure,"Final figure, complete",2014,85830.0
Australia,2012,Total,Female,Wollongong,Estimate - de jure,"Final figure, complete",2014,142042.0
Australia,2011,Total,Male,Adelaide,Census - de jure - complete tabulation,"Final figure, complete",2012,586502.0
Australia,2011,Total,Male,Brisbane,Census - de jure - complete tabulation,"Final figure, complete",2012,974866.0
Australia,2011,Total,Male,Cairns,Estimate - de jure,Provisional figure,2013,69412.0
Australia,2011,Total,Male,CANBERRA,Census - de jure - complete tabulation,"Final figure, complete",2012,176414.0
Australia,2011,Total,Male,Canberra-Queanbeyan,Estimate - de jure,Provisional figure,2013,201320.0
Australia,2011,Total,Male,Darwin,Census - de jure - complete tabulation,"Final figure, complete",2012,55424.0
Australia,2011,Total,Male,Geelong,Estimate - de jure,Provisional figure,2013,87287.0
Australia,2011,Total,Male,Gold Coast-Tweed Heads,Estimate - de jure,Provisional figure,2013,284480.0
Australia,2011,Total,Male,Greater Adelaide,Estimate - de jure,Provisional figure,2013,620272.0
Australia,2011,Total,Male,Greater Brisbane,Estimate - de jure,Provisional figure,2013,1066294.0
Australia,2011,Total,Male,Greater Darwin,Estimate - de jure,Provisional figure,2013,67456.0
Australia,2011,Total,Male,Greater Hobart,Estimate - de jure,Provisional figure,2013,106801.0
Australia,2011,Total,Male,Greater Melbourne,Estimate - de jure,Provisional figure,2013,2057443.0
Australia,2011,Total,Male,Greater Perth,Estimate - de jure,Provisional figure,2013,913400.0
Australia,2011,Total,Male,Greater Sydney,Estimate - de jure,Provisional figure,2013,2282648.0
Australia,2011,Total,Male,Hobart,Census - de jure - complete tabulation,"Final figure, complete",2012,97250.0
Australia,2011,Total,Male,Melbourne,Census - de jure - complete tabulation,"Final figure, complete",2012,1890871.0
Australia,2011,Total,Male,Newcastle-Maitland,Estimate - de jure,Provisional figure,2013,204707.0
Australia,2011,Total,Male,Perth,Census - de jure - complete tabulation,"Final figure, complete",2012,828733.0
Australia,2011,Total,Male,Sunshine Coast,Estimate - de jure,Provisional figure,2013,136071.0
Australia,2011,Total,Male,Sydney,Census - de jure - complete tabulation,"Final figure, complete",2012,1985922.0
Australia,2011,Total,Male,Toowoomba,Estimate - de jure,Provisional figure,2013,52564.0
Australia,2011,Total,Male,Townsville,Estimate - de jure,Provisional figure,2013,83930.0
Australia,2011,Total,Male,Wollongong,Estimate - de jure,Provisional figure,2013,139833.0
Australia,2011,Total,Female,Adelaide,Census - de jure - complete tabulation,"Final figure, complete",2012,611966.0
Australia,2011,Total,Female,Brisbane,Census - de jure - complete tabulation,"Final figure, complete",2012,1002449.0
Australia,2011,Total,Female,Cairns,Estimate - de jure,Provisional figure,2013,70281.0
Australia,2011,Total,Female,CANBERRA,Census - de jure - complete tabulation,"Final figure, complete",2012,180171.0
Australia,2011,Total,Female,Canberra-Queanbeyan,Estimate - de jure,Provisional figure,2013,203239.0
Australia,2011,Total,Female,Darwin,Census - de jure - complete tabulation,"Final figure, complete",2012,50831.0
Australia,2011,Total,Female,Geelong,Estimate - de jure,Provisional figure,2013,89736.0
Australia,2011,Total,Female,Gold Coast-Tweed Heads,Estimate - de jure,Provisional figure,2013,295429.0
Australia,2011,Total,Female,Greater Adelaide,Estimate - de jure,Provisional figure,2013,642668.0
Australia,2011,Total,Female,Greater Brisbane,Estimate - de jure,Provisional figure,2013,1080283.0
Australia,2011,Total,Female,Greater Darwin,Estimate - de jure,Provisional figure,2013,61606.0
Australia,2011,Total,Female,Greater Hobart,Estimate - de jure,Provisional figure,2013,109475.0
Australia,2011,Total,Female,Greater Melbourne,Estimate - de jure,Provisional figure,2013,2111660.0
Australia,2011,Total,Female,Greater Perth,Estimate - de jure,Provisional figure,2013,918714.0
Australia,2011,Total,Female,Greater Sydney,Estimate - de jure,Provisional figure,2013,2323344.0
Australia,2011,Total,Female,Hobart,Census - de jure - complete tabulation,"Final figure, complete",2012,103251.0
Australia,2011,Total,Female,Melbourne,Census - de jure - complete tabulation,"Final figure, complete",2012,1956699.0
Australia,2011,Total,Female,Newcastle-Maitland,Estimate - de jure,Provisional figure,2013,209255.0
Australia,2011,Total,Female,Perth,Census - de jure - complete tabulation,"Final figure, complete",2012,842220.0
Australia,2011,Total,Female,Sunshine Coast,Estimate - de jure,Provisional figure,2013,143799.0
Australia,2011,Total,Female,Sydney,Census - de jure - complete tabulation,"Final figure, complete",2012,2042602.0
Australia,2011,Total,Female,Toowoomba,Estimate - de jure,Provisional figure,2013,56369.0
Australia,2011,Total,Female,Townsville,Estimate - de jure,Provisional figure,2013,83917.0
Australia,2011,Total,Female,Wollongong,Estimate - de jure,Provisional figure,2013,140872.0
Australia,2010,Total,Male,Adelaide,Estimate - de jure,Provisional figure,2012,588259.0
Australia,2010,Total,Male,Albury-Wodonga,Estimate - de jure,Provisional figure,2012,52541.0
Australia,2010,Total,Male,Brisbane,Estimate - de jure,Provisional figure,2012,1013453.0
Australia,2010,Total,Male,Cairns,Estimate - de jure,Provisional figure,2012,75750.0
Australia,2010,Total,Male,CANBERRA,Estimate - de jure,Provisional figure,2012,178242.0
Australia,2010,Total,Male,Canberra-Queanbeyan,Estimate - de jure,Provisional figure,2012,204631.0
Australia,2010,Total,Male,Darwin,Estimate - de jure,Provisional figure,2012,67095.0
Australia,2010,Total,Male,Geelong,Estimate - de jure,Provisional figure,2012,87782.0
Australia,2010,Total,Male,Gold Coast-Tweed Heads,Estimate - de jure,Provisional figure,2012,292960.0
Australia,2010,Total,Male,Greater Wollongong,Estimate - de jure,Provisional figure,2012,145757.0
Australia,2010,Total,Male,Hobart,Estimate - de jure,Provisional figure,2012,104549.0
Australia,2010,Total,Male,Launceston,Estimate - de jure,Provisional figure,2012,51966.0
Australia,2010,Total,Male,Melbourne,Estimate - de jure,Provisional figure,2012,2021534.0
Australia,2010,Total,Male,Newcastle,Estimate - de jure,Provisional figure,2012,270978.0
Australia,2010,Total,Male,Perth,Estimate - de jure,Provisional figure,2012,852066.0
Australia,2010,Total,Male,Sunshine Coast,Estimate - de jure,Provisional figure,2012,122372.0
Australia,2010,Total,Male,Sydney,Estimate - de jure,Provisional figure,2012,2261612.0
Australia,2010,Total,Male,Toowoomba,Estimate - de jure,Provisional figure,2012,64285.0
Australia,2010,Total,Male,Townsville,Estimate - de jure,Provisional figure,2012,87045.0
Australia,2010,Total,Female,Adelaide,Estimate - de jure,Provisional figure,2012,614927.0
Australia,2010,Total,Female,Albury-Wodonga,Estimate - de jure,Provisional figure,2012,53511.0
Australia,2010,Total,Female,Brisbane,Estimate - de jure,Provisional figure,2012,1029732.0
Australia,2010,Total,Female,Cairns,Estimate - de jure,Provisional figure,2012,75170.0
Australia,2010,Total,Female,CANBERRA,Estimate - de jure,Provisional figure,2012,179980.0
Australia,2010,Total,Female,Canberra-Queanbeyan,Estimate - de jure,Provisional figure,2012,205788.0
Australia,2010,Total,Female,Darwin,Estimate - de jure,Provisional figure,2012,60437.0
Australia,2010,Total,Female,Geelong,Estimate - de jure,Provisional figure,2012,90868.0
Australia,2010,Total,Female,Gold Coast-Tweed Heads,Estimate - de jure,Provisional figure,2012,298513.0
Australia,2010,Total,Female,Greater Wollongong,Estimate - de jure,Provisional figure,2012,146433.0
Australia,2010,Total,Female,Hobart,Estimate - de jure,Provisional figure,2012,110156.0
Australia,2010,Total,Female,Launceston,Estimate - de jure,Provisional figure,2012,54187.0
Australia,2010,Total,Female,Melbourne,Estimate - de jure,Provisional figure,2012,2055502.0
Australia,2010,Total,Female,Newcastle,Estimate - de jure,Provisional figure,2012,275810.0
Australia,2010,Total,Female,Perth,Estimate - de jure,Provisional figure,2012,843999.0
Australia,2010,Total,Female,Sunshine Coast,Estimate - de jure,Provisional figure,2012,128709.0
Australia,2010,Total,Female,Sydney,Estimate - de jure,Provisional figure,2012,2313920.0
Australia,2010,Total,Female,Toowoomba,Estimate - de jure,Provisional figure,2012,66973.0
Australia,2010,Total,Female,Townsville,Estimate - de jure,Provisional figure,2012,85271.0
Australia,2009,Total,Male,Adelaide,Estimate - de jure,Provisional figure,2011,580355.0
Australia,2009,Total,Male,Albury-Wodonga,Estimate - de jure,Provisional figure,2011,51784.0
Australia,2009,Total,Male,Brisbane,Estimate - de jure,Provisional figure,2011,994339.0
Australia,2009,Total,Male,Cairns,Estimate - de jure,Provisional figure,2011,73910.0
Australia,2009,Total,Male,CANBERRA,Estimate - de jure,Provisional figure,2011,174833.0
Australia,2009,Total,Male,Darwin,Estimate - de jure,Provisional figure,2011,65733.0
Australia,2009,Total,Male,Geelong,Estimate - de jure,Provisional figure,2011,86365.0
Australia,2009,Total,Male,Gold Coast-Tweed Heads,Estimate - de jure,Provisional figure,2011,286472.0
Australia,2009,Total,Male,Greater Wollongong,Estimate - de jure,Provisional figure,2011,144188.0
Australia,2009,Total,Male,Hobart,Estimate - de jure,Provisional figure,2011,103166.0
Australia,2009,Total,Male,Launceston,Estimate - de jure,Provisional figure,2011,51633.0
Australia,2009,Total,Male,Melbourne,Estimate - de jure,Provisional figure,2011,1981585.0
Australia,2009,Total,Male,Newcastle,Estimate - de jure,Provisional figure,2011,267902.0
Australia,2009,Total,Male,Perth,Estimate - de jure,Provisional figure,2011,833110.0
Australia,2009,Total,Male,Sunshine Coast,Estimate - de jure,Provisional figure,2011,119613.0
Australia,2009,Total,Male,Sydney,Estimate - de jure,Provisional figure,2011,2226913.0
Australia,2009,Total,Male,Toowoomba,Estimate - de jure,Provisional figure,2011,62927.0
Australia,2009,Total,Male,Townsville,Estimate - de jure,Provisional figure,2011,85056.0
Australia,2009,Total,Female,Adelaide,Estimate - de jure,Provisional figure,2011,607111.0
Australia,2009,Total,Female,Albury-Wodonga,Estimate - de jure,Provisional figure,2011,52825.0
Australia,2009,Total,Female,Brisbane,Estimate - de jure,Provisional figure,2011,1009923.0
Australia,2009,Total,Female,Cairns,Estimate - de jure,Provisional figure,2011,73208.0
Australia,2009,Total,Female,CANBERRA,Estimate - de jure,Provisional figure,2011,177035.0
Australia,2009,Total,Female,Darwin,Estimate - de jure,Provisional figure,2011,59027.0
Australia,2009,Total,Female,Geelong,Estimate - de jure,Provisional figure,2011,89438.0
Australia,2009,Total,Female,Gold Coast-Tweed Heads,Estimate - de jure,Provisional figure,2011,291505.0
Australia,2009,Total,Female,Greater Wollongong,Estimate - de jure,Provisional figure,2011,144796.0
Australia,2009,Total,Female,Hobart,Estimate - de jure,Provisional figure,2011,108853.0
Australia,2009,Total,Female,Launceston,Estimate - de jure,Provisional figure,2011,53812.0
Australia,2009,Total,Female,Melbourne,Estimate - de jure,Provisional figure,2011,2013952.0
Australia,2009,Total,Female,Newcastle,Estimate - de jure,Provisional figure,2011,272894.0
Australia,2009,Total,Female,Perth,Estimate - de jure,Provisional figure,2011,825882.0
Australia,2009,Total,Female,Sunshine Coast,Estimate - de jure,Provisional figure,2011,125696.0
Australia,2009,Total,Female,Sydney,Estimate - de jure,Provisional figure,2011,2277556.0
Australia,2009,Total,Female,Toowoomba,Estimate - de jure,Provisional figure,2011,65673.0
Australia,2009,Total,Female,Townsville,Estimate - de jure,Provisional figure,2011,83346.0
Australia,2006,Total,Male,Adelaide,Census - de jure - complete tabulation,"Final figure, complete",2011,507416.0
Australia,2006,Total,Male,Brisbane,Census - de jure - complete tabulation,"Final figure, complete",2011,821789.0
Australia,2006,Total,Male,CANBERRA,Census - de jure - complete tabulation,"Final figure, complete",2011,158543.0
Australia,2006,Total,Male,Central Coast,Census - de jure - complete tabulation,"Final figure, complete",2011,136142.0
Australia,2006,Total,Male,Geelong,Census - de jure - complete tabulation,"Final figure, complete",2011,66306.0
Australia,2006,Total,Male,Gold Coast-Tweed Heads,Census - de jure - complete tabulation,"Final figure, complete",2011,197342.0
Australia,2006,Total,Male,Greater Wollongong,Census - de jure - complete tabulation,"Final figure, complete",2011,115662.0
Australia,2006,Total,Male,Hobart,Census - de jure - complete tabulation,"Final figure, complete",2011,61798.0
Australia,2006,Total,Male,Melbourne,Census - de jure - complete tabulation,"Final figure, complete",2011,1650388.0
Australia,2006,Total,Male,Newcastle,Census - de jure - complete tabulation,"Final figure, complete",2011,140814.0
Australia,2006,Total,Male,Perth,Census - de jure - complete tabulation,"Final figure, complete",2011,618431.0
Australia,2006,Total,Male,Sunshine Coast,Census - de jure - complete tabulation,"Final figure, complete",2011,89134.0
Australia,2006,Total,Male,Sydney,Census - de jure - complete tabulation,"Final figure, complete",2011,1794042.0
Australia,2006,Total,Male,Townsville,Census - de jure - complete tabulation,"Final figure, complete",2011,64220.0
Australia,2006,Total,Female,Adelaide,Census - de jure - complete tabulation,"Final figure, complete",2011,533301.0
Australia,2006,Total,Female,Brisbane,Census - de jure - complete tabulation,"Final figure, complete",2011,854601.0
Australia,2006,Total,Female,CANBERRA,Census - de jure - complete tabulation,"Final figure, complete",2011,163493.0
Australia,2006,Total,Female,Central Coast,Census - de jure - complete tabulation,"Final figure, complete",2011,146583.0
Australia,2006,Total,Female,Geelong,Census - de jure - complete tabulation,"Final figure, complete",2011,70916.0
Australia,2006,Total,Female,Gold Coast-Tweed Heads,Census - de jure - complete tabulation,"Final figure, complete",2011,205305.0
Australia,2006,Total,Female,Greater Wollongong,Census - de jure - complete tabulation,"Final figure, complete",2011,118820.0
Australia,2006,Total,Female,Hobart,Census - de jure - complete tabulation,"Final figure, complete",2011,66781.0
Australia,2006,Total,Female,Melbourne,Census - de jure - complete tabulation,"Final figure, complete",2011,1721500.0
Australia,2006,Total,Female,Newcastle,Census - de jure - complete tabulation,"Final figure, complete",2011,147919.0
Australia,2006,Total,Female,Perth,Census - de jure - complete tabulation,"Final figure, complete",2011,637606.0
Australia,2006,Total,Female,Sunshine Coast,Census - de jure - complete tabulation,"Final figure, complete",2011,95528.0
Australia,2006,Total,Female,Sydney,Census - de jure - complete tabulation,"Final figure, complete",2011,1847376.0
Australia,2006,Total,Female,Townsville,Census - de jure - complete tabulation,"Final figure, complete",2011,64586.0
Australia,2005,Total,Male,Adelaide,Estimate - de jure,"Final figure, complete",2006,554962.0
Australia,2005,Total,Male,Albury-Wodonga,Estimate - de jure,"Final figure, complete",2006,49498.0
Australia,2005,Total,Male,Brisbane,Estimate - de jure,"Final figure, complete",2006,888980.0
Australia,2005,Total,Male,Cairns,Estimate - de jure,"Final figure, complete",2006,62490.0
Australia,2005,Total,Male,CANBERRA,Estimate - de jure,"Final figure, complete",2006,161193.0
Australia,2005,Total,Male,Darwin,Estimate - de jure,"Final figure, complete",2006,59093.0
Australia,2005,Total,Male,Geelong,Estimate - de jure,"Final figure, complete",2006,80851.0
Australia,2005,Total,Male,Gold Coast,Estimate - de jure,"Final figure, complete",2006,267325.0
Australia,2005,Total,Male,Greater Wollongong,Estimate - de jure,"Final figure, complete",2006,137510.0
Australia,2005,Total,Male,Hobart,Estimate - de jure,"Final figure, complete",2006,99485.0
Australia,2005,Total,Male,Launceston,Estimate - de jure,"Final figure, complete",2006,50357.0
Australia,2005,Total,Male,Melbourne,Estimate - de jure,"Final figure, complete",2006,1792547.0
Australia,2005,Total,Male,Newcastle,Estimate - de jure,"Final figure, complete",2006,251625.0
Australia,2005,Total,Male,Perth,Estimate - de jure,"Final figure, complete",2006,733953.0
Australia,2005,Total,Male,Sunshine Coast,Estimate - de jure,"Final figure, complete",2006,105235.0
Australia,2005,Total,Male,Sydney,Estimate - de jure,"Final figure, complete",2006,2115723.0
Australia,2005,Total,Male,Toowoomba,Estimate - de jure,"Final figure, complete",2006,57923.0
Australia,2005,Total,Male,Townsville,Estimate - de jure,"Final figure, complete",2006,75645.0
Australia,2005,Total,Female,Adelaide,Estimate - de jure,"Final figure, complete",2006,574183.0
Australia,2005,Total,Female,Albury-Wodonga,Estimate - de jure,"Final figure, complete",2006,50677.0
Australia,2005,Total,Female,Brisbane,Estimate - de jure,"Final figure, complete",2006,901941.0
Australia,2005,Total,Female,Cairns,Estimate - de jure,"Final figure, complete",2006,61285.0
Australia,2005,Total,Female,CANBERRA,Estimate - de jure,"Final figure, complete",2006,164212.0
Australia,2005,Total,Female,Darwin,Estimate - de jure,"Final figure, complete",2006,52086.0
Australia,2005,Total,Female,Geelong,Estimate - de jure,"Final figure, complete",2006,84976.0
Australia,2005,Total,Female,Gold Coast,Estimate - de jure,"Final figure, complete",2006,272790.0
Australia,2005,Total,Female,Greater Wollongong,Estimate - de jure,"Final figure, complete",2006,137328.0
Australia,2005,Total,Female,Hobart,Estimate - de jure,"Final figure, complete",2006,104042.0
